count,country,region,city,geo_id,label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,gnd,tgn,viaf,wikidata,number_of_results
4,Italien,Trentino-Alto Adige & Trentino-Südtirol,Besenello,08003011,Besenello,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7056601,,,http://vocab.getty.edu/tgn/7056601,,,1
4,Italien,Trentino-Alto Adige & Trentino-Südtirol,Caneve di Arco,08120665,,,,,,,,,,,,,,,0
4,Italien,Trentino-Alto Adige & Trentino-Südtirol,Chienes,08105022,Chienes,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1044214,,,http://vocab.getty.edu/tgn/1044214,,,1
4,Italien,Trentino-Alto Adige & Trentino-Südtirol,Innichen (Bozen),20155561,San Candido,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005435,,,,,,1
4,Italien,Trentino-Alto Adige & Trentino-Südtirol,Klausen (Bozen),08120059,Chiusa,,Chiusa,Klausen,,inhabited places,,,http://vocab.getty.edu/tgn/1044226,,,,,,1
4,Italien,Trentino-Alto Adige & Trentino-Südtirol,Mals,20155989,Malles Venosta,,,,,inhabited places,,"municipality in South Tyrol, Italy",http://vocab.getty.edu/tgn/7005521,http://www.wikidata.org/entity/Q427187,,http://vocab.getty.edu/tgn/7005521,,,1
4,Italien,Trentino-Alto Adige & Trentino-Südtirol,Terres,08120518,Terres,,,,,,,village in the municipality of Contà,,http://www.wikidata.org/entity/Q30031083,,,,,1
4,Italien,Umbria & Umbrien,Bastia Umbra,20900693,Bastia Umbra,,,,,,,Italian commune and town in Umbria,,http://www.wikidata.org/entity/Q20126,,,,,1
4,Italien,Umbria & Umbrien,Massa Martana,08120069,Massa Martana,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7005063,http://www.wikidata.org/entity/Q20472,,http://vocab.getty.edu/tgn/7005063,,,1
4,Italien,Umbria & Umbrien,Rasiglia,07520017,Rasiglia,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7043143,,,http://vocab.getty.edu/tgn/7043143,,,1
4,Italien,Umbria & Umbrien,Todi,08120159,Todi,,,,,inhabited places,"Located on hill above the Tevere valley. According to legend, founded by Hercules and called ""Eclis""; in fact, was founded by the ancient Italic Umbri in the 8th-7th century BCE; was on the frontier between ancient Umbrians & Etruscans. Taken by Rome 340 BCE; was a member of a league of Umbrian Guelph towns in the Middle Ages.",,http://vocab.getty.edu/tgn/7005062,,,,,,1
4,Italien,Valle d'Aosta & Aostatal,Lorenzago di Cadore,20156073,Lorenzago di Cadore,,,,,inhabited places,,chief town of the homonym municipality,http://vocab.getty.edu/tgn/1045132,http://www.wikidata.org/entity/Q30026733,,http://vocab.getty.edu/tgn/1045132,,,1
4,Italien,Veneto & Venetien,Arqua Petrarca,08120173,Arqua Petrarca,,,,,inhabited places,"Village in the Euganean Hills (Padova province) where the poet Petrarch lived from 1370, died & is buried.",,http://vocab.getty.edu/tgn/1043295,,,http://vocab.getty.edu/tgn/1043295,,,1
4,Italien,Veneto & Venetien,Arten di Fonzaso,08120624,,,,,,,,,,,,,,,0
4,Italien,Veneto & Venetien,Bardolino,20181736,Bardolino,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008874,,,http://vocab.getty.edu/tgn/7008874,,,1
4,Italien,Veneto & Venetien,Biancade di Roncade,08120178,,,,,,,,,,,,,,,0
4,Italien,Veneto & Venetien,Crespano del Grappa,20901912,Crespano del Grappa,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003212,,,,,,1
4,Italien,Veneto & Venetien,Feltre,08120214,Feltre,,,,,inhabited places,"Founded by the Euganei or by the Veneti; fortified by the Reti (6th cen. BCE); conquered by the Romans in 172 CE; became a free commune & later part of the Venetian Republic (early 15th cen.); now an agricultural center, with textile & other industries.",,http://vocab.getty.edu/tgn/7003331,,,http://vocab.getty.edu/tgn/7003331,,,1
4,Italien,Veneto & Venetien,Forno di Zoldo,08120777,Forno di Zoldo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1044677,,,,,,1
4,Italien,Veneto & Venetien,Piove di Sacco,08120454,Piove di Sacco,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003082,,,,,,1
4,Italien,Veneto & Venetien,Poiana Maggiore,08003188,Poiana Maggiore,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7055091,,,,,,1
4,Italien,Veneto & Venetien,San Martino di Lupari,08120768,San Martino di Lupari,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1046577,http://www.wikidata.org/entity/Q34365,,,,,1
4,Italien,Veneto & Venetien,Susegana,20222459,Susegana,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7003317,http://www.wikidata.org/entity/Q46746,,http://vocab.getty.edu/tgn/7003317,,,1
4,Italien,Veneto & Venetien,Thiene,07700044,Thiene,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003214,,,,,,1
4,Italien,Veneto & Venetien,Torreglia,08120519,Torreglia,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/4011282,http://www.wikidata.org/entity/Q34703,,,,,1
4,Lettland,,"Lesten, Gut (Kreis Tuckum)",20411273,,,,,,,,,,,,,,,0
4,Lettland,,Pilten,20340363,Piltene,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1058399,,,,,,1
4,"Luxemburg, Großherzogtum",,Arlon (Luxemburg),20900380,Arlon,Arlon,,,Arlon,inhabited places,"Located near border of Grand Duchy of Luxembourg; founded and fortified by Romans, again fortified in 1671; occupied by French 1684-1697; site of victories of French General Jourdan over Austrian Imperial forces 1793 and 1794; Belgian since 1831.The capital of the Belgian province of Luxembourg, it lies near the border of the Grand Duchy of Luxembourg. It is the oldest known inhabited place in Belgium. Under the name Orolaunum it was founded and fortified by the Romans. It became a countship in the 10th century. Richard I of England, who was also the Marquis of Arlon, left for the Third Crusades from its castle in 1190. Again fortified in 1671; it was occupied by the French from 1684 to 1697. In 1793 and 1794 it was the site of victories of the French under General Jourdan over Austrian Imperial forces. In 1830 it became the provisional capital of Luxembourg province, and was confirmed in this position in 1839. Having seen so much warfare over the centuries, little physically remains of its past, except for the Roman Tower from the 4th-century fortifications that were torn down by the French in 1670, and the 17th-century Church of St. Donatus. It also has an archaeological museum containing valuable Roman tomb reliefs. The town is a major livestock and agricultural market. The 2003 estimated population was 25,300.",,http://vocab.getty.edu/tgn/7007857,,,,,,1
4,Malta,,Mdina (Malta),20265655,Mdina,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4007045,,,,,,1
4,Niederlande,,Dordrecht,00260292,Dordrecht,Dordrecht,,,,inhabited places,"Founded in 11th cen. on divergence of Merwede, Noord, Oude Maas & Dordtse Kil rivers; was residence of counts of Holland until 1203; fortified in 1271; severely damaged by flood in 1421 & rebuilt; formerly one of the most important ports in Netherlands.","city and municipality in South Holland, the Netherlands",http://vocab.getty.edu/tgn/7006798,http://www.wikidata.org/entity/Q26421,,,,,1
4,Niederlande,,Kerkrade,20904409,Kerkrade,,,,,inhabited places,"Located on the German border; is one of Europe's oldest coal-mining centers, operating from 12th cen. until 1970s; noted for Romanesque church of former abbey of Rolduc (1104) & Oud Ehrenstein castle; metropolitan area is contiguous with Heerlen.","city in Limburg, the Netherlands",http://vocab.getty.edu/tgn/7007079,http://www.wikidata.org/entity/Q28914824,,http://vocab.getty.edu/tgn/7007079,,,1
4,Niederlande,,Leeuwarden,20904905,Leeuwarden,,,,,inhabited places,"Originally developed as a port on the Middelzee, it is now located at the junction of the Harlinger-Trek & Dokkumer Ee canal. It was the residence of the Frisian stadholders of House of Orange-Nassau from 1582-1747.","capital city of Friesland, the Netherlands",http://vocab.getty.edu/tgn/7007006,http://www.wikidata.org/entity/Q25390,,,,,1
4,Niederlande,,Marken (Noord-Holland),20360083,Markenbinnen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7269546,,,,,,1
4,Niederlande,,Volendam,20040062,Volendam,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1048197,,,http://vocab.getty.edu/tgn/1048197,,,1
4,Niederlande,,Zutphen,20909626,Zutphen,Zutphen,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006897,,,,,,1
4,Norwegen,,Hallingdal,20340424,Hallingdal,,,,,,,valley in Norway,,http://www.wikidata.org/entity/Q1571743,https://d-nb.info/gnd/4089133-1,,,,1
4,Norwegen,,Heddal,20270615,Heddal,,,,,churches,,,http://vocab.getty.edu/tgn/1099986,,https://d-nb.info/gnd/4331411-9,http://vocab.getty.edu/tgn/1099986,,,1
4,Polen,Heiligkreuz & Świętokrzyskie,Nowy Korczyn,20411612,Nowy Korczyn,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4008043,,,http://vocab.getty.edu/tgn/4008043,,,1
4,Polen,Heiligkreuz & Świętokrzyskie,Opatów,20031413,Opatów,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1049322,,,,,,1
4,Polen,"Kleinpolen, Woiwodschaft",Biecz (Kleinpolen),01200151,Biecz,,,,,,,urban-rural gmina of Poland,,http://www.wikidata.org/entity/Q1908619,https://d-nb.info/gnd/4494809-8,,,,1
4,Polen,Kujawien-Pommern,Toruń,20908567,Toruń,,,,,inhabited places,"Was important medieval center; noted as birthplace of astronomer Copernicus; site of conflicts between Polish & Teutonic Knights & burned by Knights in 1454; by 17th cen., city was almost as large as Warsaw; part of Prussia 1793-1919.",,http://vocab.getty.edu/tgn/7007831,,https://d-nb.info/gnd/2024611-0,http://vocab.getty.edu/tgn/7007831,,,1
4,Polen,Małopolska & Kleinpolen,Szczepanów (Brzesko),20411620,Szczepanów,,,,,,,village of Poland,,http://www.wikidata.org/entity/Q913707,,,,,1
4,Polen,Ostpreußen,Bartoszyce,20000315,Bartoszyce,,,,,inhabited places,,city and urban gmina of Poland,http://vocab.getty.edu/tgn/1048909,http://www.wikidata.org/entity/Q809585,,,,,1
4,Polen,Ostpreußen,Kwietnik,20034832,Kwietnik,,,,,,,village of Poland,,http://www.wikidata.org/entity/Q667330,,,,,1
4,Polen,Ostpreußen,Pasłęk,20004498,Pasłęk,,,,,,,urban-rural gmina of Poland,,http://www.wikidata.org/entity/Q554531,,,,,1
4,Polen,Ostpreußen,Pierzchały (Braniewo),20004382,Pierzchały,,,,,,,"village in Gmina Liw, Poland",,http://www.wikidata.org/entity/Q5731565,,,,,1
4,Polen,Ostpreußen,Prabuty,20004772,Prabuty,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1049374,,,,,,1
4,Polen,Pommern,Pyrzyce,20004526,Pyrzyce,,,,,inhabited places,,"railway station in Pyrzyce, Poland",http://vocab.getty.edu/tgn/1049395,http://www.wikidata.org/entity/Q2055322,,http://vocab.getty.edu/tgn/1049395,,,1
4,Polen,Schlesien,Brzeg (Brzeg),20014042,Brzeg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007623,,,,,,1
4,Polen,Schlesien,Jawor (Jawor),20008860,Jawor,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1049102,,,,,,1
4,Polen,Schlesien,Kamieniec Ząbkowicki,20002597,Kamieniec Ząbkowicki,,,,,,,gmina of Poland,,http://www.wikidata.org/entity/Q2445469,,,,,1
4,Polen,Schlesien,Lubań,20009234,Lubań,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1049215,http://www.wikidata.org/entity/Q33691093,,http://vocab.getty.edu/tgn/1049215,,,1
4,Polen,Schlesien,Osetno (Góra),20001897,Osetno,,,,,,,"village in Lower Silesian, Poland",,http://www.wikidata.org/entity/Q7106504,,,,,1
4,Polen,Schlesien,Łuczyna,20003314,Łuczyna,,,,,,,"village in Lower Silesian, Poland",,http://www.wikidata.org/entity/Q2954762,,,,,1
4,Polen,Schlesien,Żórawina,20004913,Żórawina,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4000305,,,,,,1
4,Polen,Łódź & Lodsch,Tum,20908743,Tum,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4011421,,,,,,1
4,Portugal,,Lourinhã,20360038,Lourinhã,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7010966,,,http://vocab.getty.edu/tgn/7010966,,,1
4,Portugal,,Outeiro Seco,20953463,Outeiro Seco,Outeiro Seco,,,,inhabited places,,,http://vocab.getty.edu/tgn/7758171,,,,,,1
4,Portugal,,"Tibães, Kloster (Braga)",20953474,,,,,,,,,,,,,,,0
4,Rumänien,,Bukarest,20090035,București,Bucharest,,,,inhabited places,"Founded as military stronghold, strategically located on route to Constantinople; seat of Walachian sovereigns from 1459, when Vlad Ţepeş fortified city against Turks; later developed as economic center under Ottomans; damaged by earthquake in 1977.",capital and largest city of Romania,http://vocab.getty.edu/tgn/7001804,http://www.wikidata.org/entity/Q19660,https://d-nb.info/gnd/4008858-3,http://vocab.getty.edu/tgn/7001804,,,1
4,Russland,,Tula,20908737,Tula,Tula,,,,inhabited places,Located on Upa River; main stronghold against Tatars 16th cen.; developed into nation's largest ironworking city in 17th cen. & site of its first armament factory 1712; site of a 16th-cen. stone citadel & a weapons museum; writer Leo Tolstoy buried here.,,http://vocab.getty.edu/tgn/7010310,,,,,,1
4,Schweden,,Drottningholm,20913928,Drottningholm,,,,,palaces,,"royal palace in Ekerö Municipality, Sweden",http://vocab.getty.edu/tgn/7009999,http://www.wikidata.org/entity/Q208559,,http://vocab.getty.edu/tgn/7009999,,,1
4,Schweiz,,Lausanne,00071392,Lausanne,Lausanne,Losanna,,Lausanne,inhabited places,"Located on the N shore of Lake Geneva, 32 m. SE of Geneva. Originally a Celtic settlement and then a Roman military camp, it was ruled by prince-bishops from the 6th century to 1536. The Ottoman Empire signed a treaty here with Italy in 1912 and with Turkey in 1923. It was an intellectual center in the 18th century and was the home of Gibbon, Rousseau, and Voltaire.","capital city of the canton of Vaud, Switzerland",http://vocab.getty.edu/tgn/7007299,http://www.wikidata.org/entity/Q807,,http://vocab.getty.edu/tgn/7007299,,,1
4,Schweiz,,Sankt Gallen,00000002,Sankt Gallen,Saint Gallen,San Gallo,Sankt Gallen,Saint-Gall,inhabited places,"Named after a Celtic abbey founded by St. Columbarus on the site of the hermitage of the missionary Irish monk, St. Gall. The Benedictine abbey was founded here ca. 720. Important center of learning in the Middle Ages. From 1800, it became an important center of linen, cotton, muslin, and lace production.",capital of the canton of St. Gallen in Switzerland,http://vocab.getty.edu/tgn/7007460,http://www.wikidata.org/entity/Q25607,https://d-nb.info/gnd/4051594-1,,,,1
4,Schweiz,Aargau,Seengen,20908002,Seengen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1064400,,,http://vocab.getty.edu/tgn/1064400,,,1
4,Schweiz,Aargau,Staufen (Aargau),20310326,Staufen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/8702357,,,,,,1
4,Schweiz,Basel-Land,Arlesheim,20310018,Arlesheim,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007267,,,http://vocab.getty.edu/tgn/7007267,,,1
4,Schweiz,Basel-Land,Pratteln,20310244,Pratteln,,,,,inhabited places,,municipality in the canton of Basel-Landschaft in Switzerland,http://vocab.getty.edu/tgn/1064306,http://www.wikidata.org/entity/Q64679,,http://vocab.getty.edu/tgn/1064306,,,1
4,Schweiz,"Bern, Kanton",Muri bei Bern,00260348,Muri,,,,,inhabited places,Site of Benedictine abbey founded in 1027 and supressed in 1841. Birthplace of artist Caspar Wolf (1735-1783).,,http://vocab.getty.edu/tgn/7007419,,,,,,1
4,Schweiz,Graubünden,Engadin,20913271,Engadin,,,,,valleys,,,http://vocab.getty.edu/tgn/8704101,,,,,,1
4,Schweiz,Graubünden,Ilanz,20310133,Ilanz,,,Ilanz,,inhabited places,,,http://vocab.getty.edu/tgn/7007375,,,http://vocab.getty.edu/tgn/7007375,,,1
4,Schweiz,Graubünden,Tavetsch,20310341,"Tavetsch, Val",,,,,inhabited places,,,http://vocab.getty.edu/tgn/7024668,,,http://vocab.getty.edu/tgn/7024668,,,1
4,Schweiz,Neuchâtel,"Chaux-de-Fonds, La",20310406,,,,,,,,,,,,,,,0
4,Schweiz,Sankt Gallen,Rapperswil,20310249,Rapperswil,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007668,,,,,,1
4,Schweiz,Solothurn,Olten,20310226,Olten,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007436,,,http://vocab.getty.edu/tgn/7007436,,,1
4,Schweiz,Tessin,Mendrisio Borgo,20310187,,,,,,,,,,,,,,,0
4,Schweiz,Tessin,Montagnola (Tessin),20310193,Montagnola,,,,,,,"village and former municipality in Collina d'Oro in the canton of Ticino, Switzerland",,http://www.wikidata.org/entity/Q694086,,,,,1
4,Schweiz,Tessin,Riva San Vitale,20310261,Riva San Vitale,,Riva San Vitale,,,inhabited places,,,http://vocab.getty.edu/tgn/7059237,,,http://vocab.getty.edu/tgn/7059237,,,1
4,Schweiz,Tessin,Stabio,20310323,Stabio,,,,,,,"subdistrict of the canton of Ticino, Switzerland (circolo)",,http://www.wikidata.org/entity/Q1319989,,,,,1
4,Schweiz,Thurgau,Sankt Katharinenthal (Thurgau),20310285,,,,,,,,,,,,,,,0
4,Schweiz,Thurgau,Steckborn,20310327,Steckborn,,,Steckborn,,inhabited places,,,http://vocab.getty.edu/tgn/7007474,,,http://vocab.getty.edu/tgn/7007474,,,1
4,Schweiz,Wallis,Kippel,20310426,Kippel,,,Kippel,,inhabited places,,,http://vocab.getty.edu/tgn/8704054,,,,,,1
4,Schweiz,Zürich,Thalwil,20310345,Thalwil,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1064451,,,http://vocab.getty.edu/tgn/1064451,,,1
4,Schweiz,"Zürich, Kanton",Winterthur,00260393,Winterthur,,,Winterthur,,inhabited places,"Located in a wooded basin E of the Töss River, it was originally a Roman settlement. Founded in the 12th cetury by the counts of Kyburg, it was taken by Hapsburgs in 1264 & by Zürich in 1467.","city in the canton of Zürich, Switzerland",http://vocab.getty.edu/tgn/7007301,http://www.wikidata.org/entity/Q9125,,,,,1
4,Serbien-Montenegro,,Prizren,20033444,Prizren,,,,,inhabited places,Was Serbian headquarters in WW I; was occupied by Italy during WW II; site of many mosques and monasteries dating back to 14th cen.,city in Kosovo,http://vocab.getty.edu/tgn/7015533,http://www.wikidata.org/entity/Q200061,,,,,1
4,Slowakei,,Altwaldorf,20330188,,,,,,,,,,,,,,,0
4,Slowakei,,Donnersmarkt,20330195,,,,,,,,,,,,,,,0
4,Slowakei,,Drautz,20330196,,,,,,,,,,,,,,,0
4,Slowakei,,Krawarn (Mähren),20911414,,,,,,,,,,,,,,,0
4,Slowakei,,Schigra,20330221,,,,,,,,,,,,,,,0
4,Slowenien,,Hrenovice,07603505,Hrenovice,,,,,,,"place in Inner Carniola, Slovenia",,http://www.wikidata.org/entity/Q2348249,,,,,1
4,Spanien,,Algete,20952626,Algete,,,,,inhabited places,NW of Madrid.,,http://vocab.getty.edu/tgn/4000541,,,http://vocab.getty.edu/tgn/4000541,,,1
4,Spanien,,Arenillas del Río Pisuerga,20952664,,,,,,,,,,,,,,,0
4,Spanien,,Arnedo,20952673,Arnedo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1061780,,,,,,1
4,Spanien,,Barbastro,20952699,Barbastro,,,,,inhabited places,,piarist church in Barbastro,http://vocab.getty.edu/tgn/1061813,http://www.wikidata.org/entity/Q48104672,,,,,1
4,Spanien,,Briones,20952729,Briones,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7341178,,,,,,1
4,Spanien,,Burgos,20952734,Burgos,,,,,inhabited places,"Burgos was one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela, home of the shrine dedicated to Saint James, the patron saint of Spain. The symbol of Saint James, the scalloped shell, became the primary symbol representing pilgrims. Various pilgrimage routes in the autonomous communities of Aragon, Navarre, and León correspond to old Roman roads built in the northern portion of the Iberian Peninsula. Burgos was first settled in 884 and rapidly grew with the establishment of the Kingdom of Castile. It was an important rest area for pilgrims because it is geographically situated at the conjunction of two different pilgrimage routes. The earliest record of hospices in Burgos is found in the 11th century. The Cathedral of Santa María in Burgos was founded by Ferdinand III of Castile in 1221.  Between 1808 and 1813, Burgos was under French occupation during the Peninsular campaign of the Napoleonic Wars and in 1813 it was captured by the British. In July of 1936, Burgos became the official seat of the Nationalist government of General Francisco Franco. Historic sites in Burgos include the Cathedral of Santa María, the parish church of Santiago, the church of San Esteban, the Hospice of San Juan, and the Hospitals del Emperador, del Rey, de los Malatos, and of San Juan del Puente.",,http://vocab.getty.edu/tgn/7007510,,,,,,1
4,Spanien,,Bóveda,20980034,Bóveda,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7341323,,,http://vocab.getty.edu/tgn/7341323,,,1
4,Spanien,,Callosa de Segura,20952762,Callosa de Segura,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1061886,,,,,,1
4,Spanien,,Carrión de los Condes,20952788,Carrión de los Condes,,,,,inhabited places,"Carrión de los Condes was one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela, home of the shrine dedicated to Saint James, the patron saint of Saint. The symbol of Saint James, the scalloped shell, became the primary symbol representing pilgrims. Various pilgrimage routes in the autonomous communities of Aragon, Navarre, and Castilla y León correspond to the old Roman roads built in the northern portion of the Iberian Peninsula. This location was once the most important town encountered by pilgrims crossing the region. Its was once the residence of the counts of Carrión, but their palace no longer exists. Important sites include the Church of San Zoíl, the Church of Santa María, and the Church of Santiago.",,http://vocab.getty.edu/tgn/7007589,,,http://vocab.getty.edu/tgn/7007589,,,1
4,Spanien,,Coca,20952825,Coea,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7337148,,,,,,1
4,Spanien,,Colmenar Viejo,20952829,Colmenar Viejo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1061967,,,http://vocab.getty.edu/tgn/1061967,,,1
4,Spanien,,Colmenar de Oreja,20952828,Colmenar de Oreja,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007635,,,http://vocab.getty.edu/tgn/7007635,,,1
4,Spanien,,Elvillar,20952864,Elvillar,,,,,inhabited places,"location of archaeologically significant dolmens, or Neolithic burial mounds",,http://vocab.getty.edu/tgn/4003615,,,,,,1
4,Spanien,,Getafe,20952902,Getafe,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007698,,,http://vocab.getty.edu/tgn/7007698,,,1
4,Spanien,,Guadalajara,20952911,Guadalajara,,,,,inhabited places,Located on Henares river; was Roman center on major road; was Moorish from 714 until captured by Christian troops in 1085; was medieval commercial center for woolens; seat of Mendoza family 15th-17th cen.,,http://vocab.getty.edu/tgn/7007704,,,,,,1
4,Spanien,,Híjar,20952920,Híjar,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062065,,,,,,1
4,Spanien,,Jerez de la Frontera,20952944,Jerez de la Frontera,,,,,inhabited places,"Was held by Moors from 8th cen. until retaken by Alfonso X of Castile in 1264; today is famous for sherry wine; noted for architecture, including Moorish Alcázar & Gothic churches of San Miguel & Santiago.",,http://vocab.getty.edu/tgn/7007901,,,http://vocab.getty.edu/tgn/7007901,,,1
4,Spanien,,Játiva,20952942,Játiva,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007823,,,http://vocab.getty.edu/tgn/7007823,,,1
4,Spanien,,Laredo,20952952,Laredo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062153,,,,,,1
4,Spanien,,Legarda,20952954,Legarda,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7304660,,,,,,1
4,Spanien,,Leyre,20952962,Leyre,,,,,inhabited places,"Leyre was one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela, home of the shrine dedicated to Saint James, the patron saint of Spain. The symbol of Saint James, the scalloped shell, became the primary symbol representing pilgrims. Various pilgrimage routes in the autonomous communities of Aragon, Navarre, and León correspond to old Roman roads built in the northern portion of the Iberian Peninsula. An important historic site in Leyre is the Abbey of San Salvador which was first mentioned in a text in the 9th century; its church was concecrated in 1057.",,http://vocab.getty.edu/tgn/5003490,,,,,,1
4,Spanien,,Llívia,20340415,Llivia,,,,,inhabited places,A Spanish enclave withing France; was formerly the capital of the whole Cerdagne until 1177.,"town of Cerdanya, province of Girona, Catalonia, Spain",http://vocab.getty.edu/tgn/1062171,http://www.wikidata.org/entity/Q13745,https://d-nb.info/gnd/4111342-1,,,,1
4,Spanien,,Longares,20952973,Longares,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7306573,,,http://vocab.getty.edu/tgn/7306573,,,1
4,Spanien,,Lugo,20952977,Lugo,,,,,inhabited places,"Was a Roman center; later held by Suebi, Moors & Normans; retaken by Alfonso III in 10th cen.; construction of cathedral began 1129 with later additions in Gothic, Baroque & Neoclassical styles; site of meat-packing plants.",,http://vocab.getty.edu/tgn/7007940,,,,,,1
4,Spanien,,Miranda de Ebro,20953021,Miranda de Ebro,,,,,inhabited places,,Miranda de Ebro,http://vocab.getty.edu/tgn/1062235,http://www.wikidata.org/entity/Q5912778,,http://vocab.getty.edu/tgn/1062235,,,1
4,Spanien,,Monasterio de Rodilla,20953026,Monasterio de Rodilla,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5003390,,,http://vocab.getty.edu/tgn/5003390,,,1
4,Spanien,,Moneo,20953028,Moneo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7301279,,,http://vocab.getty.edu/tgn/7301279,,,1
4,Spanien,,Montalbanejo,20953030,Montalbanejo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4007367,,,http://vocab.getty.edu/tgn/4007367,,,1
4,Spanien,,Montserrat,20953032,Montserrat,,,,,mountains,"This mountain has been inhabited since prehistoric times, and is the site of the Monasterio de Montserrat, a Benedictine monastery.",,http://vocab.getty.edu/tgn/7005264,,,http://vocab.getty.edu/tgn/7005264,,,1
4,Spanien,,Mora de Toledo,20953034,,,,,,,,,,,,,,,0
4,Spanien,,Navarra,20091356,Comunidad Foral de Navarra,Navarre,,Autonome Region Navarra,Navarre,autonomous communities,Navarra is located in northern Spain and borders France.,,http://vocab.getty.edu/tgn/7002790,,,,,,1
4,Spanien,,Olazagútia,20953056,,,,,,,,,,,,,,,0
4,Spanien,,Olivenza,20953061,Olivenza,,,,,inhabited places,,"municipality of Spain, disputed territory",http://vocab.getty.edu/tgn/1062304,http://www.wikidata.org/entity/Q488052,,http://vocab.getty.edu/tgn/1062304,,,1
4,Spanien,,Orense,20953070,Ourense,,,,,inhabited places,Controlled by Suebi kingdom 5th-7th cen.; ruined by Moors 716; reconstructed by Alfonso III of Asturias around 877; industries include sawmilling & flour milling; former episcopal palace contains archaeological museum.,,http://vocab.getty.edu/tgn/7008217,,,,,,1
4,Spanien,,Revilla,20953147,Revilla,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7327764,,,,,,1
4,Spanien,,Roa de Duero,20953151,Roa de Duero,,,,,,,municipality of Spain,,http://www.wikidata.org/entity/Q430454,,,,,1
4,Spanien,,Sahagún,20953158,Sahagún,,,,,inhabited places,"Sahagún was one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela, home of the shrine dedicated to Sain James, the patron sain of Spain. The symbol of Saint James, the scalloped shell, became the primary symbol representing pilgrims. Various pilgrimage routes in the autonomous communities of Aragon, Navarre, and Castilla y León corresponded to old Roman roads built in the northern portion of the Iberian Peninsula. Sahagún offers various surviving historical monuments, many of them Mudéjar buildings. Some of the many historic sites include the Monastery of Santos Facundio and Primitivo and the churches of San Tirso and Santa Cruz.",,http://vocab.getty.edu/tgn/7008560,,,http://vocab.getty.edu/tgn/7008560,,,1
4,Spanien,,San Cebrián de Buenamadre,20953172,,,,,,,,,,,,,,,0
