count,country,region,geo_id,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes,gnd,tgn,viaf,wikidata
21,Italien,Toscana,,Toscana,Tuscany,Toscana,Toskana,Toscane,regions,"Area was core of ancient Etruria; conquered by Romans 4th century BCE; ruled by Lombards, then Franks; most cities became independent communes 11th-12th centuries; saw great strife between Guelphs and Ghibellines; part of grand duchy of Florence from the 16th century.",region in central Italy,http://vocab.getty.edu/tgn/7009760,http://www.wikidata.org/entity/Q1273,,,,,
21,Polen,Kujawien-Pommern,,Kujawsko-Pomorskie,Kuyavian-Pomeranian Voivodeship,Voivodato di Cuiavia-Pomerania,Woiwodschaft Kujawien-Pommern,Voïvodie de Cujavie-Poméranie,voivodeships,,,http://vocab.getty.edu/tgn/7024116,,,,,,
20,Georgien,Kartli,01200180,Kartli,,,,,,,historical region in central-to-eastern Georgia,,http://www.wikidata.org/entity/Q459875,,https://d-nb.info/gnd/4321323-6,,,
20,Kroatien,Kroatien,,,,,,,,,,,,,,,,
20,Vereinigte Staaten,Florida,20913286,Florida,Florida,,Florida,Floride,states,"On low-lying peninsula inhabited by 8,000 BCE; farming began by 500 BCE, with hunters/fishers living in N and some immigration from Cuba and Bahamas; Seminoles lived here in 19th cen.; Spanish arrived in 16th century, but major European influx came in 19th century.",state of the United States of America,http://vocab.getty.edu/tgn/7007240,http://www.wikidata.org/entity/Q812,,,,,
19,Vereinigte Staaten,Minnesota,20222581,Minnesota,Minnesota,,,Minnesota,states,"Inhabited in Pleistocene epoch (18,000 BCE); major groups were Ojibwa and Sioux when French fur traders arrived in 17th cen.; made of sections from Louisiana Purchase & NW Territory; supported Union in Civil War; homesteaded by Scandinavians in 1880s.",state of the United States of America,http://vocab.getty.edu/tgn/7007521,http://www.wikidata.org/entity/Q1527,,,,,
17,Italien,Kalabrien & Calabria,20913353,Calabria,Calabria,Calabria,Kalabrien,Calabre,regions,"Settled in prehistoric times; was powerful Greek colonial area; taken by Romans in 268 BCE, by Byzantine Empire in 9th century CE, and by Normans in the 11th century; was center of Italian republicanism and united to Kingdom of Italy 1860.",region of Italy,http://vocab.getty.edu/tgn/7007850,http://www.wikidata.org/entity/Q1458,,,,,
16,Großbritannien,Schottland,00261108,Scotland,Scotland,Scozia,Schottland,Ecosse,countries,"Area was inhabited by 3rd millenium BCE; Rome invaded, but never subdued native Picts; invaded by Scots from Ireland in the 6th century CE; Picts and Scots united in 844; invaded by Norsemen beginning in the 8th century; first linked with English monarchy in 12th century; 16th century marked by religious turmoil; Crowns of Scotland and England united in 1603, parliaments in 1707; significant percentage still read or speak Scottish Gaelic language.","country in north-west Europe, part of the United Kingdom",http://vocab.getty.edu/tgn/7002444,http://www.wikidata.org/entity/Q22,,,,,
15,Schweiz,Glarus,00260301,Glarus,Canton of Glarus,Canton Glarona,Kanton Glarus,Canton de Glaris,cantons,,,http://vocab.getty.edu/tgn/7003747,,,,,,
14,Georgien,Kvemo Kartli,,Kvemo Kartli,,,Niederkartlien,,regions,,,http://vocab.getty.edu/tgn/7594771,,,,,,
14,Vereinigte Staaten,Missouri,20913441,Missouri,Missouri,,,Missouri,states,"Inhabited by Osage and Missouri Indians when French arrived in 17th cen.; area went to Spain in 1762, back to France and then sold to USA in Louisiana Purchase of 1803; was a slave state, but did not secede from the Union in the Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007523,http://www.wikidata.org/entity/Q1581,,,,,
13,Schweiz,Schwyz,20310305,Schwyz,Schwyz,Canton Svitto,Kanton Schwyz,Canton de Schwyz,cantons,"Area joined Uri, Unterwalden and Lucerne in a pact to form the Four Forest Cantons, which became the foundation of Swiss independence; the name of this canton in the document is the source of the name of the nation, ""Schweiz""; population is mainly Catholic.",,http://vocab.getty.edu/tgn/7003757,,,,,,
11,Georgien,Samtskhe-Javakheti,,Samtskhe-Javakheti,,,Samzche-Dschawachetien,Samtskhé-Djavakhétie,regions,,,http://vocab.getty.edu/tgn/7594776,,,,,,
11,Schweiz,Uri,20913728,Uri,Uri,Canton Uri,Kanton Uri,Canton d’Uri,cantons,Area was given to the convent at Zürich in 853; privileges were granted by the Holy Roman Emperor in 13th century; with Unterwalden and Schwyz if formed the nucleus of the Swiss federation in 1291; rejected the Reformation in 16th century.,,http://vocab.getty.edu/tgn/7003761,,,,,,
11,Schweiz,"Waadt, Kanton",,Vaud,Vaud,Canton Vaud,Kanton Waadt,Canton de Vaud,cantons,"Area has been inhabited since prehistoric times; was home to Helvetii, who were conquered by Julius Caesar; was part of Transjurane Burgandy from 888 to 1032; passed in 1536 to Bernese, who forcibly imposed the Reformation.",canton of Switzerland,http://vocab.getty.edu/tgn/7003763,http://www.wikidata.org/entity/Q12771,,,,,
11,Vereinigte Staaten,Wisconsin,20913776,Wisconsin,Wisconsin,,,Wisconsin,states,"Inhabited by Ojibwa (Chippewa), Sauk, Fox, Kickapoo, Winnebago and others when French arrived from Canada in 17th cen.; went to British in 1763, to USA after Revolution; large influx of Europeans occurred in 1820s; supported Union in Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007922,http://www.wikidata.org/entity/Q1537,,,,,
10,Schweiz,Jura,,Jura,Jura,Canton Giura,Kanton Jura,Jura,cantons,Part of canton of Bern until 1979.,canton of Switzerland,http://vocab.getty.edu/tgn/7003749,http://www.wikidata.org/entity/Q12755,,,,,
10,Ägypten,al-Ǧīa,,,,,,,,,,,,,,,,
9,Vereinigte Staaten,Virginia,20913739,Virginia,Virginia,,,Virginie,states,"Inhabited by Tutelo Indians, Powhatan, Conoy & others; English settled here in early 17th cen., had white & black indentured servants, later employed slaves; fought in American Revolution; joined Confederacy & was site of bloody battles in Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007919,http://www.wikidata.org/entity/Q1370,,,,,
9,Vereinigte Staaten,Washington,00260389,Washington,Washington,,,Washington,states,Inhabited by many groups of NW Coast Indians and North American Plateau Indians when European and American fur traders and Protestant missionaries arrived in 18th-19th cen.; N border was agreed upon by Britain (Canada) and the USA in 1846.,state of the United States of America,http://vocab.getty.edu/tgn/7007920,http://www.wikidata.org/entity/Q1223,,,,,
8,Italien,Piemonte,,Piemonte,Piedmont,Piemonte,Piemont,Piémont,regions,Part of the Roman Empire from 1st cen. BCE; established as a political unit by 10th cen.; went to Savoy in 1045; supported feudal states in 12th cen.; was nominal fief of Holy Roman Empire through Middle Ages; held by house of Savoy into 19th cen.,region in North-West Italy,http://vocab.getty.edu/tgn/7003120,http://www.wikidata.org/entity/Q1216,,,,,
8,Italien,Veneto,00003451,Veneto,Venetan,Veneto,,,regions,Settled by ancient Celtic people (Veneti) in 1st mill. BCE; ruled by Rome from 2nd cen. BCE; invaded by Huns in mid-5th cen. CE; area gained financial and military prominence in 15th cen.; was passed between France and Austria during 18th-19th cen.,region in Italy,http://vocab.getty.edu/tgn/7002997,http://www.wikidata.org/entity/Q1243,,,,,
8,Polen,Großpolen,20270088,Großpolen,,,,,,,historical region of Poland,,http://www.wikidata.org/entity/Q211371,,,,,
8,Polen,Schlesien & Niederschlesien,00030346,Dolnośla̜skie,Lower Silesian Voivodeship,Voivodato della Bassa Slesia,Woiwodschaft Niederschlesien,Voïvodie de Basse-Silésie,voivodeships,,,http://vocab.getty.edu/tgn/7024123,,,,,,
7,Vereinigte Staaten,Indiana,20913342,Indiana,Indiana,,,Indiana,states,"Originally inhabited by Mound Builders; when Europeans arrived, Algonquian-speaking Miami Confederation, Potowatomi and Delaware, lived here; claimed by French in the 17th century, by British in 1763, and by the colonists in the Revolutionary War. It was strongly pro-Union in the Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007252,http://www.wikidata.org/entity/Q1415,,,,,
7,Österreich,Burgenland,20913234,Burgenland,Burgenland,Burgenland,Burgenland,Burgenland,states,,state of Austria,http://vocab.getty.edu/tgn/7003023,http://www.wikidata.org/entity/Q43210,,,,,
6,Italien,Lazio,,Lazio,Latium,Lazio,Latium,Latium,regions,Region of Italy comprising a hilly area with a narrow coastal plain in central Italy. Modern adminisrative region includes a part of the territory of ancient Latium.,administrative region of Italy,http://vocab.getty.edu/tgn/7003080,http://www.wikidata.org/entity/Q1282,,,,,
5,Deutschland,Brandenburg?,,Brandenburg,Brandenburg,Brandeburgo,Brandenburg,Brandebourg,states,"The German state of Brandenburg is the remaining core of the historic European  region of Brandenburg. It was created in 1990 when East and West Germany were united, and occupies the east-central and eastern areas of the former East Germany. Its capital is Potsdam. The state and city of Berlin lie in the center of Brandenburg but is a separate administrative entity. Geographically, most of the state consists of a sandy plain with occasional fertile areas and fir and pine woodlands. It measures some 11,219 square miles, and is watered by the Elbe and Oder Rivers, their tributaries, and about 600 lakes. Agriculture is a major economic activity, with cereals, potatoes, wheat, dairying, beef, and fruits and vegetables being important crops. Potsdam, Cottbus, the city of Brandenburg, and Frankfurt an der Oder are its principal cities. Its primary industries are steelmaking, the manufacture of textiles, and engineering. Its population is of relatively low density, the 2004 estimation being 257,100.",state in North-East of Germany,http://vocab.getty.edu/tgn/7000096,http://www.wikidata.org/entity/Q1208,,,,,
5,Italien,Ligurien & Liguria,00001551,Liguria,Liguria,Liguria,Ligurien,Ligurie,regions,"Fertile coastal strip (Italian Riviera) and inland mountains; home to prehistoric Ligurii people, who inhabited Mediterranean coast from Rhône to Arno rivers; visited by Phoenicians & Greeks; taken by Rome 2nd cen. BCE; ruled by Genoa from 13th cen.",Italian region,http://vocab.getty.edu/tgn/7003236,http://www.wikidata.org/entity/Q1256,,,,,
5,Italien,Venetien & Veneto,00003451,Veneto,Venetan,Veneto,,,regions,Settled by ancient Celtic people (Veneti) in 1st mill. BCE; ruled by Rome from 2nd cen. BCE; invaded by Huns in mid-5th cen. CE; area gained financial and military prominence in 15th cen.; was passed between France and Austria during 18th-19th cen.,region in Italy,http://vocab.getty.edu/tgn/7002997,http://www.wikidata.org/entity/Q1243,,,,,
5,Schweiz,Nidwalden,20360326,Nidwalden,Nidwalden,Cantone di Nidwaldo,Kanton Nidwalden,Canton de Nidwald,cantons,Demicanton that functions as a full canton.,canton of Switzerland,http://vocab.getty.edu/tgn/7003753,http://www.wikidata.org/entity/Q12592,,,,,
4,Deutschland,unaufgeklärt,,,,,,,,,,,,,,,,
4,Italien,Abruzze & Abruzzen,07700012,Abruzzi,Abruzzo,Abruzzi,Abruzzen,Abruzzes,regions,"Region in central Italy, the most mountainous in the Italian Apennines; populated since Paleolithic times; Roman from 304 BCE; part of Lombard duchy of Spoleto 6th-11th centuries CE; part of kingdom of Naples 1266-1860.",region in Italy,http://vocab.getty.edu/tgn/7009084,http://www.wikidata.org/entity/Q1284,,,,,
4,Polen,"Kleinpolen, Woiwodschaft",20080728,Małopolskie,Lesser Poland Voivodeship,Voivodato della Piccola Polonia,Woiwodschaft Kleinpolen,Voïvodie de Petite-Pologne,voivodeships,,voivodeship of Poland,http://vocab.getty.edu/tgn/7024127,http://www.wikidata.org/entity/Q54159,,,,,
4,Polen,Małopolska & Kleinpolen,20080728,Kleinpolen,,,,,,,historical region of Poland,,http://www.wikidata.org/entity/Q11390,,,,,
4,Polen,Łódź & Lodsch,20905104,Łódź,,,,,former administrative divisions,,,http://vocab.getty.edu/tgn/1002003,,,,,,
4,Vereinigte Staaten,Oklahoma,20913532,Oklahoma,Oklahoma,,,Oklahoma,states,"Had Clovis and Folsom cultures 13,000 BCE; other advanced cultures thrived 500-1300 CE; Wichita, Osage, Kiowa, Comanche, Apache and others were here when Spanish & French came 16-18th cen.; in Louisiana Purchase; tribes from N and E were forced here in 19th cen.",state of the United States of America,http://vocab.getty.edu/tgn/7007707,http://www.wikidata.org/entity/Q1649,,,,,
3,Frankreich,Bourgogne-Franche-Comté,,Bourgogne-Franche-Comté,,Borgogna-Franca Contea,,Bourgogne-Franche-Comté,first level subdivisions,"Established in 2016, this region combined the former regions of Bourgogne and Franche-Comté.",,http://vocab.getty.edu/tgn/8711849,,,,,,
3,Georgien,Shida Kartli,,Shida Kartli,,,Innerkartlien,,regions,,,http://vocab.getty.edu/tgn/7594775,,,,,,
3,Italien,Lazium,,,,,,,,,,,,,,,,
3,Italien,Puglia,,Puglia,Apulia,Puglia,Apulien,Pouilles,regions,"Was home to early Apulians and Greek colonists; came under control of republican Rome by 3rd century BCE; taken by Goths, Lombards and Byzantines; was duchy under Normans in 12th century; part of Kingdom of Two Sicilies and later of Holy Roman Empire.",region of Italy,http://vocab.getty.edu/tgn/7010380,http://www.wikidata.org/entity/Q1447,,,,,
3,Kroatien,Dubrovnik-Neretva,,Dubrovačko-Neretvanska Županija,,Raguseo-Narentana,Dubrovnik-Neretva,Dubrovnik-Neretva,counties,,,http://vocab.getty.edu/tgn/7017310,,,,,,
3,Kroatien,Primorje-Gorski kotar,,Primorsko-Goranska Županija,,Litoraneo-Montana,Primorje-Gorski kotar,,counties,,,http://vocab.getty.edu/tgn/7017299,,,,,,
3,Kroatien,Zadarska,,Zadarska Županija,,,,,counties,,,http://vocab.getty.edu/tgn/7017304,,,,,,
3,Polen,Karpatenvorland,,,,,,,,,,,,,,,,
3,Polen,Westpreußen,,,,,,,,,,,,,,,,
3,Polen,mazowieckie,,Mazowieckie,Masovian Voivodeship,Voivodato della Masovia,Woiwodschaft Masowien,Voïvodie de Mazovie,voivodeships,,voivodeship of Poland,http://vocab.getty.edu/tgn/7024122,http://www.wikidata.org/entity/Q54169,,,,,
3,Schweiz,Zug,,Zug,Zug,Canton Zugo,Kanton Zug,Zoug,cantons,Small canton on hilly central Swiss Plateau; comprises lands acquired by city of Zug before 1798; economy is largely agricultural.,,http://vocab.getty.edu/tgn/7003764,,,,,,
3,Spanien,Castilla y León,,Castilla y León,Castile-Leon,Castiglia e León,Nordkastilien,Castille-et-León,autonomous communities,"Rural area that produces wheat, potatoes, sugar beets & French beans; mountainous areas contain vast forests; industrial development began after 1945.",,http://vocab.getty.edu/tgn/7001158,,,,,,
2,Belgien,Tubize Brabant (wallonisch),,,,,,,,,,,,,,,,
2,Bosnien-Herzegowina,Tuzla,,Tuzla,,,,,inhabited places,"Name derives from Turkish word ""tuz"" meaning salt, referring to ample salt deposits; ruled by Turkey from 1463, Austro-Hungarian empire from 19th cen.; was part of former Yugoslavia from 1918. Name derives from Turkish word ""tuz"" meaning salt, referring to ample salt deposits; ruled by Turkey from 1463, Austro-Hungarian empire from 19th cen.; was part of former Yugoslavia from 1918.",,http://vocab.getty.edu/tgn/1065302,,,,,,
2,Deutschland,Baden-Württemberg?,,Baden-Württemberg,Baden-Württemberg,,Baden-Württemberg,Bade-Wurtemberg,states,"Baden-Württemberg is a state in southwestern Germany, bordered by Switzerland in the south, France to the west, the state of Bavaria on the east, Rhineland-Palatinate on the northeast, and Hesse to the north. It measures some 13,804 square miles in area. Most of its people are Alemanni, relatives of the French Alsatians, plus Franconians, Palatinate people, and Swabians. Before the Romans occupied it, the main European trading artery was the River Rhein which runs through Baden-Württemberg. It also had immense hardwood forests, now largely cut. To the south are the Alps. The state was formed in the post-World War II occupational period from three former states in the American and French zones; this arrangement was ratified by a referendum in 1951 and made official in 1952. Its capital is Stuttgart. The 2004 estimated population was 10,721,600.",state in the southwest of the Federal Republic of Germany,http://vocab.getty.edu/tgn/7003692,http://www.wikidata.org/entity/Q985,,,,,
2,Frankreich,Basse Normandie,,,,,,,,,,,,,,,,
2,Frankreich,Languedoc-Roussillon? & fehlt,,,,,,,,,,,,,,,,
2,Italien,Campania & Kalabrien,,,,,,,,,,,,,,,,
2,Italien,Kalabrien,20913353,Calabria,Calabria,Calabria,Kalabrien,Calabre,regions,"Settled in prehistoric times; was powerful Greek colonial area; taken by Romans in 268 BCE, by Byzantine Empire in 9th century CE, and by Normans in the 11th century; was center of Italian republicanism and united to Kingdom of Italy 1860.",region of Italy,http://vocab.getty.edu/tgn/7007850,http://www.wikidata.org/entity/Q1458,,,,,
2,Italien,Lombardia? & Lombardei?,,,,,,,,,,,,,,,,
2,Italien,Sardegna,,Sardegna,Sardinia,Sardegna,Sardinien,Sardaigne,regions,Region comprises the large island of the same name and several nearby small islands.,autonomous region of Italy,http://vocab.getty.edu/tgn/7003121,http://www.wikidata.org/entity/Q1462,,,,,
2,Italien,Umbrien,00003371,Umbria,Umbria,Umbria,Umbrien,Ombrie,regions,"Was home of ancient Umbri tribes, who spoke an Indo-European dialect and were concentrated here to escape Etruscan and Gallic pressure during 1st mill. BCE; later held by Romans, Lombards and Byzantines; city-states developed; went to Papal States in the 16th century.",region of Italy,http://vocab.getty.edu/tgn/7003125,http://www.wikidata.org/entity/Q1280,,,,,
2,Italien,Umbrien & Umbria,00003371,Umbria,Umbria,Umbria,Umbrien,Ombrie,regions,"Was home of ancient Umbri tribes, who spoke an Indo-European dialect and were concentrated here to escape Etruscan and Gallic pressure during 1st mill. BCE; later held by Romans, Lombards and Byzantines; city-states developed; went to Papal States in the 16th century.",region of Italy,http://vocab.getty.edu/tgn/7003125,http://www.wikidata.org/entity/Q1280,,,,,
2,Italien,unbekannt,,,,,,,,,,,,,,,,
2,Kanada,Québec,20954164,Québec,Quebec,,,Province du Québec,provinces,"Originally inhabited by Algonkin, Montagnais and Cree Indians; Eskimos later settled in Hudson Bay area; region declared for France by Jacques Cartier who landed at Gaspé 1534; settlement of colony of New France commenced at present Québec City 1608.",,http://vocab.getty.edu/tgn/7005804,,,,,,
2,"Luxemburg, Großherzogtum","Grevenmacher, Kanton",,,,,,,,,,,,,,,,
2,Polen,Niederschlesien,00030346,Dolnośla̜skie,Lower Silesian Voivodeship,Voivodato della Bassa Slesia,Woiwodschaft Niederschlesien,Voïvodie de Basse-Silésie,voivodeships,,,http://vocab.getty.edu/tgn/7024123,,,,,,
2,Polen,Vorkarpaten,,,,,,,,,,,,,,,,
2,Polen,Wielkopolskie & Großpolen,20270088,Großpolen,,,,,,,historical region of Poland,,http://www.wikidata.org/entity/Q211371,,,,,
2,Polen,województwo kujawsko-pomorskie,,Kujawsko-Pomorskie,Kuyavian-Pomeranian Voivodeship,Voivodato di Cuiavia-Pomerania,Woiwodschaft Kujawien-Pommern,Voïvodie de Cujavie-Poméranie,voivodeships,,,http://vocab.getty.edu/tgn/7024116,,,,,,
2,Polen,Świętokrzyskie/ Heiligkreuz,,,,,,,,,,,,,,,,
2,Vereinigte Staaten,Maine,,Maine,Maine,Maine,,Maine,states,Red Paint people settled here as early as 9th mill. BCE; later Algonquians arrived; Norsemen possibly visited in 11th cen.; colonies established by French in 1604 and English in 1607; fought in Revolution & with Union; Canadian border disputed in 19th cen.,state of the United States of America,http://vocab.getty.edu/tgn/7007515,http://www.wikidata.org/entity/Q724,,,,,
1,Deutschland,Brandendenburg,,,,,,,,,,,,,,,,
1,Deutschland,Burgenland,,Burgenland,,,,,,,former district of Germany (1994–2007) in Saxony-Anhalt,,http://www.wikidata.org/entity/Q14920405,,,,,
1,Deutschland,Oberösterreich,,,,,,,,,,,,,,,,
1,Deutschland,Sachsen-Anhalt & Thüringen,,,,,,,,,,,,,,,,
1,Deutschland,Thüringen & Niedersachsen & Hessen,,,,,,,,,,,,,,,,
1,Deutschland?,---,,,,,,,,,,,,,,,,
1,Dänemark,Sønderjylland,,Sønderjyllands Amt,Sønderjylland,,,,former administrative divisions,"The county commune of Sønderjylland was created in 1970 from the former counties of Tønder, Haderslev, and Abenrå-Sønderborg, measuring some 1517 square miles in all. It incorporated the historical region of North Slesvig, a possession of Germany from 1864 to 1920. Agriculture and dairying were the important economic activities throughout the county. It contained the famous Moravian bakery, cemetery, and museum. The county seat was at Åbenrå. The 2004 population estimate was 252,500. In 2007, all counties in Denmark were eliminated and five large regions created.",,http://vocab.getty.edu/tgn/7003420,,,,,,
1,Frankreich,Auvergne-Rhône-Alpes,,Auvergne-Rhône-Alpes,,Alvernia-Rodano-Alpi,,Auvergne-Rhône-Alpes,regions,"Established in 2016, this region combined the former regions of Auvergne and Rhône-Alpes.",French administrative region,http://vocab.getty.edu/tgn/8711848,http://www.wikidata.org/entity/Q18338206,,,,,
1,Frankreich,unbekannt,,,,,,,,,,,,,,,,
1,Frankreich?,fehlt,,,,,,,,,,,,,,,,
1,Georgien,Abkhazia,,Apkhazeti,Abkhazian A.S.S.R.,Abcasia,Abchasien,Abkhazie,autonomous republics,"Situated between Black Sea and Caucasus Mountains; Greek colonization 6th century BCE; later ruled by Roman Empire and Byzantine Empire; kingdom became part of Georgia 10th century; passed to Ottoman Empire 1575; inhabited by Georgians, Russians, Abkhaz, and Armenians. Since 1992, it has been the site of secessionist violence and political strife. Abkhazia declared itself independent in 1999, though this is this is not internationally recognized. Russia maintains a military presence. ",,http://vocab.getty.edu/tgn/7012217,,,,,,
1,Großbritannien,Somerset,20091415,Somerset,Somerset,,,,counties,"Consists of a low-lying basin, bounded on the northeast by Mendip Hills and on the west by Quantock Hills; occupied by prehistoric peoples; Romans mined lead in area; formed part of Kingdom of Wessex in 7th century; distinctive ""Zummerzetaheer"" dialect is spoken in some areas.",,http://vocab.getty.edu/tgn/7012032,,,,,,
1,Italien,Calabria,,Calabria,Calabria,Calabria,Kalabrien,Calabre,regions,"Settled in prehistoric times; was powerful Greek colonial area; taken by Romans in 268 BCE, by Byzantine Empire in 9th century CE, and by Normans in the 11th century; was center of Italian republicanism and united to Kingdom of Italy 1860.",region of Italy,http://vocab.getty.edu/tgn/7007850,http://www.wikidata.org/entity/Q1458,,,,,
1,Italien,Calabria & Calabrien,,,,,,,,,,,,,,,,
1,Italien,Friuli-Venezia Giulia,,Friuli-Venezia Giulia,Friuli Venezia Giulia,Friuli-Venezia Giulia,Friaul-Julisch Venetien,Frioul-Vénétie julienne,regions,,autonomous region of Italy,http://vocab.getty.edu/tgn/7002993,http://www.wikidata.org/entity/Q1250,,,,,
1,Italien,Kampanien & Campania,00001381,Campania,Campania,Campania,Kampanien,Campanie,regions,"Administrative region of Italy. Productive agricultural area from ancient times; settled by Etruscans; taken by Samnites 5th century BCE, supported Greek colonies along coast; was Roman from 4th century BCE; later ruled by Goths, Byzantines, Lombards, and Normans; part of Two Sicilies from 1282.",region in Southern Italy,http://vocab.getty.edu/tgn/7003005,http://www.wikidata.org/entity/Q1438,,,,,
1,Italien,Latium,00001541,Lazio,Latium,Lazio,Latium,Latium,regions,Region of Italy comprising a hilly area with a narrow coastal plain in central Italy. Modern adminisrative region includes a part of the territory of ancient Latium.,administrative region of Italy,http://vocab.getty.edu/tgn/7003080,http://www.wikidata.org/entity/Q1282,,,,,
1,Italien,Lombardei & Lombardia,00001571,Lombardia,Lombardy,Lombardia,Lombardei,Lombardie,regions,"Inhabited by Gallic people; part of Roman Cisalpine Gaul from 3rd century BCE; core of Germanic Lombard kingdom from 569; ruled by Charlemagne from 774, by bishops of Milan from the 11th century, by Visconti family and Sforza dukes 14th-15th centuries, then by Hapsburgs.",administrative region in Northern Italy,http://vocab.getty.edu/tgn/7003237,http://www.wikidata.org/entity/Q1210,,,http://vocab.getty.edu/tgn/7003237,,
1,Italien,Veneto & Venetien & Emilia-Romagna,,,,,,,,,,,,,,,,
1,Kroatien,Istarska,,Istarska Županija,Istria,Istria,Istrien,,counties,,,http://vocab.getty.edu/tgn/7017309,,,,,,
1,Kroatien,Primorsko-goranska,,Primorsko-Goranska Županija,,Litoraneo-Montana,Primorje-Gorski kotar,,counties,,,http://vocab.getty.edu/tgn/7017299,,,,,,
1,Kroatien,Šibenik-Knin,,Šibensko-Kninska Županija,,Sebenico e Tenin,Šibenik-Knin,,counties,,,http://vocab.getty.edu/tgn/7017306,,,,,,
1,Polen,"Lebus, Woiwodschaft",,,,,,,,,,,,,,,,
1,Polen,Posen,20913571,Poznań,,,,,inhabited places,"On banks of Warta River; became a major trade center; cultural growth peaked 15th-16th cen.; was occupied by Germans; ruled by Russia 1807-1815; destroyed by Nazis in 1939; textile mills, chemical & metals plants were built after WW II.",capital of the Greater Poland Voivodeship in west-central Poland,http://vocab.getty.edu/tgn/7007756,http://www.wikidata.org/entity/Q268,,,,,
1,Polen,Schlesien unbekannt,,,,,,,,,,,,,,,,
1,Polen,unbekannt,,,,,,,,,,,,,,,,
1,Polen,Łódzkie & Lodsch,,,,,,,,,,,,,,,,
1,Polen & Deutschland,województwo zachodniopomorskie,,,,,,,,,,,,,,,,
1,Russland,Saratow,00030388,Saratovskaya Oblast',Saratov Oblast,,Saratow,Oblast de Saratov,oblasts,"Comprises basin of central Volga River; portion of area formed Volga German Autonomous Oblast until 1941; is primarily an agricultural and livestock ranching area, though industrial centers have developed since 1940.",,http://vocab.getty.edu/tgn/1003408,,,,,,
1,Schweiz,Lugano,20310173,Lugano,,Lugano,,,inhabited places,"Possession of Milan, town was occupied by French in 1499, taken by Swiss in 1512; part of Ticino since 1803; was seat of bishop of Italian-speaking Switzerland from 1888.","city in the canton of Ticino, Switzerland",http://vocab.getty.edu/tgn/7007289,http://www.wikidata.org/entity/Q7024,,,,,
1,Türkei,Çorum,,Çorum,Çorum,Provincia di Çorum,Çorum,Çorum,provinces,"Formerly part of Hittite Empire; has small industries producing textiles, cement, and copper goods; contains several ancient sites that have been excavated.",province of Turkey,http://vocab.getty.edu/tgn/1001045,http://www.wikidata.org/entity/Q272947,,,,,
1,Vereinigte Staaten,Alabama,20913164,Alabama,Alabama,Alabama,Alabama,Alabama,states,"Area has been occupied for over 10,000 years; inhabited by Creek, Cherokee, Choctaw, Chickasaw & other tribes when Europeans arrived in 18th cen.; settlers took over area from Amerindians after War of 1812; was Confederate state in Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7002659,http://www.wikidata.org/entity/Q173,,,,,
1,Vereinigte Staaten,Kentucky,20080095,Kentucky,Kentucky,,,Kentucky,states,"Inhabited by early Mound Builders; was hunting ground for Shawnee, Cherokee and others when Europeans settled here in 18th cen.; infamous for bloody battles with Amerindians when pioneers moved through on way west; was divided by slavery during Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007255,http://www.wikidata.org/entity/Q1603,,,,,
1,Vereinigte Staaten,North Carolina,20913508,North Carolina,North Carolina,Carolina del Nord,,Caroline du Nord,states,"Inhabited since 14,000 BCE; Catawba, Cherokee and others were here when Europeans arrived 16th-17th cen., last group was forced out in 1830s; had internal strife due to divided loyalties during the American Revolution; joined the Confederacy in Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007709,http://www.wikidata.org/entity/Q1454,,,,,
1,Österreich,"Salzburg, Land",,,,,,,,,,,,,,,,
