count,country,region,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri
3,,Rhode Island,Rhode Island,Rhode Island,Rhode Island,,Rhode Island,states,"First European settlements were established by English colonists banished from Massachusetts in 1630s; attracted diverse population, including Quakers and Jews; fought in Revolution; long resisted ratification of the Constitution; was strongly pro-Union.",state of the United States of America,http://vocab.getty.edu/tgn/7007711,http://www.wikidata.org/entity/Q1387
3,,Scotland,Scotland,,,,,counties,,"county in North Carolina, United States",http://vocab.getty.edu/tgn/2001539,http://www.wikidata.org/entity/Q506690
3,England,Buckinhamshire,,,,,,,,,,
3,England,Hertsfordshire,,,,,,,,,,
3,England,Midhurst,Midhurst,,,,,,,"Parliamentary constituency in the United Kingdom, 1832-1885",,http://www.wikidata.org/entity/Q11797274
3,England,Wilton,Wilton,,,,,,,"village in Redcar and Cleveland, North Yorkshire, United Kingdom",,http://www.wikidata.org/entity/Q8023354
3,France,Paris,Département de Ville-de-Paris,Département de Ville-de-Paris,,,,departments,Coextensive with city limits of Paris.,,http://vocab.getty.edu/tgn/7002980,
3,Italy,Capua,Capua,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q58477
3,Italy,Casentino,Casentino,,,,,,,"valley in Tuscany, Italy",,http://www.wikidata.org/entity/Q1047110
3,Italy,Cuneo,Cuneo,,,,,provinces,,province in Italy,http://vocab.getty.edu/tgn/7005126,http://www.wikidata.org/entity/Q15091
3,Italy,Novara,Novara,,,,,provinces,,province of Italy,http://vocab.getty.edu/tgn/1003478,http://www.wikidata.org/entity/Q16216
3,Scotland,Berwickshire,Berwickshire,,,,,,,Parliament of Scotland constituency,,http://www.wikidata.org/entity/Q17582109
3,Scotland,Dumfriesshire,Dumfries,Dumfries,,,,former administrative divisions,A former county in southwestern Scotland. Under local government reorganization in 1975 it became part of Dumfries and Galloway.,,http://vocab.getty.edu/tgn/7008075,
3,Scotland,Edinburgh,Edinburgh,Edinburgh,,,,unitary authorities,,,http://vocab.getty.edu/tgn/7019109,
3,Scotland,Forfarshire,Angus,Angus,,,,unitary authorities,,,http://vocab.getty.edu/tgn/7019140,
3,Scotland,Moray,Moray,Moray,,,,unitary authorities,,,http://vocab.getty.edu/tgn/5000451,
3,Scotland,Roxburghshire,Roxburghshire,Roxburghshire,,,,second level subdivisions,,,http://vocab.getty.edu/tgn/7448522,
3,Spain,Barcelona,Barcelona,Barcelona,,,,provinces,"Has been important mining region since Roman era; produces lignite, cement & potash; also famous for grapes grown around Villafranca, Barcelona & Vich.",,http://vocab.getty.edu/tgn/7002808,
3,Spain,Valencia,Comunidad Valenciana,Valencian Community,Comunità Valenzana,Landes Valencia,Communauté Valencienne,autonomous communities,Coastline has been densely inhabited since time of Moorish occupation (714-1245); fertile farmland is heavily irrigated; single farms produce 2-4 cash crops annually; traditional language of middle class is Catalan.,autonomous community of Spain,http://vocab.getty.edu/tgn/7002793,http://www.wikidata.org/entity/Q5720
3,United States,Alaska,Alaska,Alaska,,,Alaska,states,"One of 2 states not contiguous with others; presumably inhabited by earliest migrants to N America from Asia, from whom Tlingit and  Tinneh Indians descended; was home to Eskimos and Aleuts from 8th mill. BCE; Russians arrived 18th cen.; bought by USA in 1867.",state of the United States of America,http://vocab.getty.edu/tgn/7006450,http://www.wikidata.org/entity/Q797
3,United States,D.C,,,,,,,,,,
3,United States,England,England,,,,,,,"city in Lonoke County, Arkansas, United States",,http://www.wikidata.org/entity/Q79282
3,United States,Illinios,,,,,,,,,,
3,United States,Viginia,,,,,,,,,,
3,United States,Virgina,,,,,,,,,,
3,Wales,Anglesey,Anglesey,Isle of Anglesey,,,,unitary authorities,Located in Irish Sea; was important religious center from ancient times; site of many Neolithic megalithic monuments; was last Druidic stonghold to be captured by Romans in 61 CE; Edward I of England conquered island in 1282.,,http://vocab.getty.edu/tgn/7008532,
2,,Arizona,Arizona,Arizona,Arizona,Arizona,Arizona,states,"Settled since 25,000 BCE; home to Hohokam by 300 BCE and Anasazi by 100 CE; nomadic Apache and Navajo arrived ca. 1300; Spanish came 16-17th centuries; area went to Mexico in 1821, to USA in 1850s after Mexican War; sided with Confederacy in 1861 in Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7006451,http://www.wikidata.org/entity/Q816
2,,Brazil,,,,,,,,,,
2,,Connecicut,,,,,,,,,,
2,,Kentucky,Kentucky,Kentucky,,,Kentucky,states,"Inhabited by early Mound Builders; was hunting ground for Shawnee, Cherokee and others when Europeans settled here in 18th cen.; infamous for bloody battles with Amerindians when pioneers moved through on way west; was divided by slavery during Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007255,http://www.wikidata.org/entity/Q1603
2,,Oregon,Oregon,Oregon,Oregon,Oregon,Oregon,states,"Inhabited by Chinook, Tillamook, Yamel, Northern Paiute, Modoc & many others when Spanish & English arrived in 16th cen.; settled by fur merchants in 18th cen.; great influx of settlers from E arrived in mid-19th cen.",state of the United States of America,http://vocab.getty.edu/tgn/7007708,http://www.wikidata.org/entity/Q824
2,,Switzerland,,,,,,,,,,
2,,Tennessee,Tennessee,Tennessee,,,Tennessee,states,"Inhabited by Mound Builders; later was home to Cherokee, Chickasaw, Shawnee and Creek tribes; visited by Spanish & French 16th-17th cen.; Virginians & North Carolinians settled here 18th cen.; joined Confederacy in 1861, site of bloody battles in Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007825,http://www.wikidata.org/entity/Q1509
2,,Texas,Texas,Texas,,,Texas,states,"Possibly inhabited by 35,000 BCE; later had hunting and agrarian cultures; formed loose Caddo confederacies; Spanish and French settled here 16th-18th centuries; European-Americans came in 19th century; territorial conflict with Mexico 1830s; Confederate in Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007826,http://www.wikidata.org/entity/Q1439
2,,Vermont,Vermont,Vermont,Vermont,Vermont,Vermont,states,"Originally inhabited by Amerindian hunters; settled by French in 17th cen., by Dutch in 1724, by British after 1763; fought for independence from New Hampshire & New York, then in Revolution; saw only Confederate attack N of Pennsylvania in Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007828,http://www.wikidata.org/entity/Q16551
2,,Wisconsin,Wisconsin,Wisconsin,,,Wisconsin,states,"Inhabited by Ojibwa (Chippewa), Sauk, Fox, Kickapoo, Winnebago and others when French arrived from Canada in 17th cen.; went to British in 1763, to USA after Revolution; large influx of Europeans occurred in 1820s; supported Union in Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007922,http://www.wikidata.org/entity/Q1537
2,Argentina,Santa Fe,Santa Fe,Santa Fe,,,,provinces,,province of Argentina,http://vocab.getty.edu/tgn/1001524,http://www.wikidata.org/entity/Q44823
2,Canada,Manitoba,Manitoba,Province of Manitoba,,,Province de Manitoba,provinces,"Originally populated by Cree, Assiniboin and Ojibwa; Eskimos inhabited area along Hudson Bay; Thomas Button arrived from England 1612 and an expedition from Denmark came in 1619; conflicts among English & French traders 1700s; first European settlement 1812.",,http://vocab.getty.edu/tgn/7005734,
2,Canada,Saskatchewan,Saskatchewan,Province of Saskatchewan,,,Province de Saskatchewan,provinces,"Borders Manitoba to the east and Alberta to the west; under control of Hudson's Bay Company 1670-1869; area to the south was explored by La Vérendrye 1743-1749; today, products include wheat, oats, barley, potash, oil, natural gas, zinc, and copper.",province of Canada,http://vocab.getty.edu/tgn/7005805,http://www.wikidata.org/entity/Q1989
2,England,Cumbria,Cumbria,Cumbria,,,,counties,"Extends along Irish Sea coast from Morecombe Bay to Solway Firth and includes famous Lake District; area occupied since Neolithic times; north part of area alternated between English and Scottish rule until 1157; economy based on fishing, farming, and livestock.",,http://vocab.getty.edu/tgn/7008117,
2,England,Greater London,Greater London,,,,,,,"administrative area, ceremonial county and region of England, United Kingdom",,http://www.wikidata.org/entity/Q23306
2,England,Herefrodshire,,,,,,,,,,
2,England,Herfordshire,,,,,,,,,,
2,England,West Sussex,West Sussex,West Sussex,,,,counties,"Comprises chalk hills and fertile coastal plains; early inhabitants left Bronze Age burial mounds and Iron Age hill forts; was inhabited by Romans, then Saxons in the late 5th century; noted for seaside resorts since the 14th century; is characterized by small villages.",,http://vocab.getty.edu/tgn/7008134,
2,England,West Yorkshire,West Yorkshire,West Yorkshire,,,,counties,"Metropolitan county in northeastern England with an area of 787 sq mi (2039 sq km), created in 1974 from the western part of the West Riding of Yorkshire. In 1986 the county council was abolished and administrative power devolved to the new unitary authorities of Bradford, Leeds, Calderdale, Kirklees, and Wakefield. Coalmining was formerly important but has declined. West Yorkshire remains the center of the English wool textile industry. Comprises deep valleys and woodlands; Pennine uplands occupied by Anglo-Saxons and Scandinavians; seat of baronial power in Middle Ages and battles during War of Roses (1455-1485); steam power, mining, and waterpower stimulated growth during Industrial Revolution.",,http://vocab.getty.edu/tgn/7029507,
2,England,Windsor,Windsor,,,,,,,"Parliamentary constituency in the United Kingdom, 1997 onwards",,http://www.wikidata.org/entity/Q874276
2,Germany,Tiergarten,Tiergarten,,,,,former administrative divisions,Former administrative division having the same name as a current neighborhood.,former borough of Berlin,http://vocab.getty.edu/tgn/7013035,http://www.wikidata.org/entity/Q854058
2,Ireland,County Kildare,Kildare,Kildare,,,,counties,"Kildare is a county in the province of Leinster in the Republic of Ireland. It covers part of the lowland west of the Wicklow Mountains and part of the Irish central lowland, measuring some 654 square miles in all. Evidence of ancient settlements includes burial mounds and early Christian ruins. It was officially deemed a county in 1296. It was ruled by the earls of Kildare by the end of the Middle Ages. From 1477 to 1513, the 8th Earl of Kildare ruled Ireland almost like a king. This power came to an end with the rebellion of the 9th earl's son against the English crown. The majority of the population lives in small towns and villages, while the farms tend to be much larger than in the rest of Ireland, averaging around 100 acres. Cattle, sheep, oats, barley, and wheat are the principal agricultural products. Other economic activities are the manufacture of cutlery, textiles, pharmaceuticals, and carpets. The 2003 estimated population was 169,300.",,http://vocab.getty.edu/tgn/7003487,
2,Ireland,Killarney,Killarney,,,,,inhabited places,,"town in County Kerry, Ireland",http://vocab.getty.edu/tgn/7007185,http://www.wikidata.org/entity/Q623382
2,Ireland,Tipperary,Tipperary,County Tipperary,,,,former administrative divisions,"County Tipperary in the southwest province of Munster in Ireland measures some 1643 square miles in area, consisting of an area of mixed lowlands and highlands, with some mountainous areas, between the Suir and the Shannon Rivers. Before the Anglo-Norman invasion of the 12th century, it was the ancient kingdom of Thomond. Prince John, regent of England, divided the county into north and south counties that were given to different Anglo-Norman nobles who established their ruling families. In 1328, Edward III made Tipperary a county palatinate, a status taken from it in 1715. The 21st century county is divided into north and south ridings, each with its own council and principal town. Farming and the processing of agricultural products are the major economic activities, notably of beef and dairy products. The 2003 estimated population was 141,300. Later, divided into North and South counties.",,http://vocab.getty.edu/tgn/7030127,
2,Italy,Avegno,Avegno,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q266580
2,Italy,Lecce,Lecce,,,,,provinces,,province of Italy,http://vocab.getty.edu/tgn/1003468,http://www.wikidata.org/entity/Q16197
2,Italy,Macerata,Macerata,,,,,provinces,,province of Italy,http://vocab.getty.edu/tgn/1003471,http://www.wikidata.org/entity/Q16203
2,Italy,Rieti,Rieti,,,,,provinces,,province of Italy,http://vocab.getty.edu/tgn/7003137,http://www.wikidata.org/entity/Q16267
2,Italy,Rimini,Rimini,,,,,provinces,,province of Italy,http://vocab.getty.edu/tgn/7024843,http://www.wikidata.org/entity/Q16268
2,Italy,Rovigo,Rovigo,,,,,provinces,,Italian province in the region of Veneto,http://vocab.getty.edu/tgn/7002995,http://www.wikidata.org/entity/Q16270
2,Italy,Trento,Trento,,,,,provinces,,autonomous province of Italy,http://vocab.getty.edu/tgn/7003158,http://www.wikidata.org/entity/Q16289
2,Italy,Venezia,Venetian Republic,Venetian Republic,Venezia,,"Venise, République de",former primary political entities,"Refers to the mainland territory under the control of the Republic of Venice beginning in the 14th and 15th centuries, and extending geographically from Lake Garda to Dalmatia. It was controlled by the Ottoman empire 1669-1718. The Venetian Republic collapsed in 1797. The territory was acquired by the new kingdom of United Italy in 1866.",,http://vocab.getty.edu/tgn/6006299,
2,Italy,near Venzone,,,,,,,,,,
2,New York,New York,,,,,,,,,,
2,Scotland,South Lanarkshire,South Lanarkshire,South Lanarkshire,,,,unitary authorities,,,http://vocab.getty.edu/tgn/7019090,
2,Spain,Cadiz,Cadiz,,,,,,,"municipality and capital city of the province of Cádiz, Spain",,http://www.wikidata.org/entity/Q15682
2,Spain,Huesca,Huesca,,,,,provinces,"Borders France to N; agriculture thrives in rich irrigated plains of S in Cinca, Flumen & Ebro valleys; products include olives, sugar beets, grain & vegetables; natural gas was discovered at Sabiñánigo in 1979.",province in Spain,http://vocab.getty.edu/tgn/7008909,http://www.wikidata.org/entity/Q55182
2,Spain,Mallorca,Mallorca,,,,,,,island in the Mediterranean Sea,,http://www.wikidata.org/entity/Q8828
2,United Staes,New York,,,,,,,,,,
2,United States,Arizonia,,,,,,,,,,
2,United States,Califronia,,,,,,,,,,
2,United States,District of Colombia,,,,,,,,,,
2,United States,Marylands,,,,,,,,,,
2,United States,Massachusett,,,,,,,,,,
2,United States,Massachusettes,,,,,,,,,,
2,United States,Nevada,Nevada,Nevada,,,Nevada,states,"Inhabited by 18,000 BCE; later Basket Makers and Pueblo Indians flourished; Mohave, Paiute, Shoshoni, Washoe & others were here when Spanish came in 18th cen.; European-Americans arrived in 19th cen.; went to USA after Mexican War in 1848; was pro-Union.",state of the United States of America,http://vocab.getty.edu/tgn/7007526,http://www.wikidata.org/entity/Q1227
2,United States,North Hampshire,,,,,,,,,,
2,United States,Yale,Yale,,,,,inhabited places,,"town in South Dakota, United States of America",http://vocab.getty.edu/tgn/2097667,http://www.wikidata.org/entity/Q3240101
2,United States of America,Missouri,Missouri,Missouri,,,Missouri,states,"Inhabited by Osage and Missouri Indians when French arrived in 17th cen.; area went to Spain in 1762, back to France and then sold to USA in Louisiana Purchase of 1803; was a slave state, but did not secede from the Union in the Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007523,http://www.wikidata.org/entity/Q1581
2,Untied States,Connecticut,,,,,,,,,,
2,Untied States,District of Columbia,,,,,,,,,,
1,,14936,,,,,,,,,,
1,,Alabama,Alabama,Alabama,Alabama,Alabama,Alabama,states,"Area has been occupied for over 10,000 years; inhabited by Creek, Cherokee, Choctaw, Chickasaw & other tribes when Europeans arrived in 18th cen.; settlers took over area from Amerindians after War of 1812; was Confederate state in Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7002659,http://www.wikidata.org/entity/Q173
1,,"Alabama,United States",,,,,,,,,,
1,,Austria,,,,,,,,,,
1,,Belgium,,,,,,,,,,
1,,Colorado,Colorado,Colorado,,,Colorado,states,"Inhabited by Basket Makers (early Anasazi) around start of Christian Era; inhabited by cliff-dwellers and Plains Indians, mainly Arapaho and Cheyenne, when Spanish & French arrived 16th-18th century; parts went to USA in Louisiana Purchase and after Mexican War.",state of the United States of America,http://vocab.getty.edu/tgn/7007158,http://www.wikidata.org/entity/Q1261
1,,Delaware,Delaware,Delaware,Delaware,Delaware,Delaware,states,"Area was occupied by Amerindians, who were later called ""Delaware""; settled by English, Dutch and Swedes in 17th century; strongly supported the Revolution, was first to ratify the Federal Constitution; was slave state before Civil War, though loyal to Union.",state of the United States of America,http://vocab.getty.edu/tgn/7007239,http://www.wikidata.org/entity/Q1393
1,,"Iowa,dUnited States",,,,,,,,,,
1,,Kansas,Kansas,Kansas,,,Kansas,states,"Had agricultural culture by 1200; inhabited by Kansa, Wichita, Pawnee & others when Spanish & French visited 17th-18th cen.; part of Louisiana Purchase 1803; tribes from N & E were forced here 19th cen.; had internal strife over slavery, fought for Union.",state of the United States of America,http://vocab.getty.edu/tgn/7007254,http://www.wikidata.org/entity/Q1558
1,,Krakow,,,,,,,,,,
1,,London,London,London,Londra,,Londres,inhabited places,"Longtime seat of the British Empire and capital of the United Kingdom. It lies astride the River Thames 50 miles (about 80 km) upstream from its estuary on the North Sea. It has burned and been rebuilt several times, notably in revolt of Queen Boudicca in 60 CE and in the Great Fire of 1666. It became a large trade center in the Middle Ages and expanded rapidly during the 16th and 17th centuries and during the Industrial Revolution. During World War II the city was heavily bombed. London is not to be confused with Greater London which refers to all 32 London boroughs (Inner and Outer London boroughs) and the City of London; London is used to refer to the 12 Inner London boroughs and the City of London.",capital and largest city of England and the United Kingdom,http://vocab.getty.edu/tgn/7011781,http://www.wikidata.org/entity/Q84
1,,Lower Austria,,,,,,,,,,
1,,Marche,Marche,Marches,Marche,Marken,Marches,regions,"Inhabited early by Umbri and Picentes people; colonized by Greeks, later by Romans (3rd century BCE); invaded by Goths 5th century CE; portions ruled by Byzantines and Lombards; ruled by Pope in 8th century and again from the 13th century.",region in Italy,http://vocab.getty.edu/tgn/7003240,http://www.wikidata.org/entity/Q1279
1,,Mexico,Mexico,,,,,inhabited places,,census-designated place in Indiana,http://vocab.getty.edu/tgn/2032841,http://www.wikidata.org/entity/Q2294975
1,,Minnesota,Minnesota,Minnesota,,,Minnesota,states,"Inhabited in Pleistocene epoch (18,000 BCE); major groups were Ojibwa and Sioux when French fur traders arrived in 17th cen.; made of sections from Louisiana Purchase & NW Territory; supported Union in Civil War; homesteaded by Scandinavians in 1880s.",state of the United States of America,http://vocab.getty.edu/tgn/7007521,http://www.wikidata.org/entity/Q1527
1,,Missouri,Missouri,Missouri,,,Missouri,states,"Inhabited by Osage and Missouri Indians when French arrived in 17th cen.; area went to Spain in 1762, back to France and then sold to USA in Louisiana Purchase of 1803; was a slave state, but did not secede from the Union in the Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007523,http://www.wikidata.org/entity/Q1581
1,,New Hampshire,New Hampshire,New Hampshire,New Hampshire,New Hampshire,New Hampshire,states,Region was explored by French and English in early 17th cen.; was included in land grant to John Mason in 1629; had long boundary feud with Massachusetts and New York; fought in Revolution and was strongly pro-Union.,state of the United States of America,http://vocab.getty.edu/tgn/7007564,http://www.wikidata.org/entity/Q759
1,,Shropshire,Shropshire,Shropshire,,,,counties,"Comprises river valleys, low ridges and plains; remains include several Late Neolithic and Early Bronze Age objects and a 1st-century Roman fortress; was long object of English-Welsh border disputes; large iron-producing area since Industrial Revolution; the world's first cast-iron bridge was built at Ironbridge in 1779; the area is now mainly agricultural. The rapidly developing area around Telford new town became an independent unitary authority (Telford and Wrekin) in 1998. ",,http://vocab.getty.edu/tgn/7012034,
1,,United States,,,,,,,,,,
1,,Washington,Washington,Washington,,,Washington,states,Inhabited by many groups of NW Coast Indians and North American Plateau Indians when European and American fur traders and Protestant missionaries arrived in 18th-19th cen.; N border was agreed upon by Britain (Canada) and the USA in 1846.,state of the United States of America,http://vocab.getty.edu/tgn/7007920,http://www.wikidata.org/entity/Q1223
1,America,Virginia,Virginia,Virginia,,,Virginie,states,"Inhabited by Tutelo Indians, Powhatan, Conoy & others; English settled here in early 17th cen., had white & black indentured servants, later employed slaves; fought in American Revolution; joined Confederacy & was site of bloody battles in Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007919,http://www.wikidata.org/entity/Q1370
1,Argentina,Buenos Aires,Buenos Aires,Autonomous City of Buenos Aires,,,Buenos Aires,provinces,,province of Argentina,http://vocab.getty.edu/tgn/1001160,http://www.wikidata.org/entity/Q44754
1,Australia,New South Wales,New South Wales,New South Wales,,,Nouvelle-Galles du Sud,states,Sighted by British Cook 1770; first European settlement on continent at Botany Bay 1788 (penal colony); name referred to entire continent except W Australia until mid-19th cen.; consolidated into Commonwealth of Australia 1901; principal city is Sydney.,state of Australia,http://vocab.getty.edu/tgn/7001828,http://www.wikidata.org/entity/Q3224
1,Australia,Queensland,Queensland,Queensland,,,,states,"Second largest state; first European sighting 1770 (British Cook); first settlement (penal colony) Moreton Bay 1824; part of New South Wales until 1859; principal cities are Brisbane, Cairns, Rockhampton, Townsville; site of Great Barrier Reef.",state of Australia,http://vocab.getty.edu/tgn/7001830,http://www.wikidata.org/entity/Q36074
1,Australia,South Australia,South Australia,South Australia,,Südaustralien,Australie-Méridionale,states,"First European sighting 1627 (Thyssen); British province 1836; included with N Territory 1863-1901; vote given to women 1894; agricultural & mining region producing grains, fruit, wine, iron ore, limestone, opal; capital & main city is Adelaide.",state of Australia,http://vocab.getty.edu/tgn/7001831,http://www.wikidata.org/entity/Q35715
1,Austria,Steiermark,Steiermark,Styria,Stiria,Steiermark,Styrie,states,"The state of Steiermark is located in the mountainous central and southeast Austria. It was inhabited in Paleolithic times and was the site of mining in the Bronze Age. It was settled by Celts and became part of the Celtic kingdoms of Noricum, later incorporated into the Roman Empire ca. 15 BCE and named Pannonia. Germanic people invaded it in the 5th century CE, followed by the Avars and Slovenes. Bavarians ruled it from ca. 780, and it became a frontier territory of the Frankish Empire. It became a duchy in 1180 and passed to the Babenberg dukes of Austria in 1192, then to the family of Hapsburg in 1276. After World War I part of its southern area was ceded to Yugoslavia. Since then, except for a brief period as a district under the German annexation, 1938-1945, it has been a federal province of Austria. ",federal state in the south of Austria,http://vocab.getty.edu/tgn/7003028,http://www.wikidata.org/entity/Q41358
1,Austria,Tirol,Tirol,Tyrol,Tirolo,Tirol,Tyrol,states,"Tyrol is a mountainous region in southwestern Austria, bordering both Germany and Italy. Historically it has been in a strategic position guarding the Brenner Pass. Originally inhabited by Rhaetic tribes, it went to Rome in 15 BCE. Teutonic tribes took it over at the end of the western Roman Empire, then the Franks. The Hapsburgs ruled it from 1363 until 1918. After World War I, South Tyrol became part of Italy, which it remains to this day. ",federal state in western Austria,http://vocab.getty.edu/tgn/7003029,http://www.wikidata.org/entity/Q42880
1,Austria,Vienna,Wien,Vienna state,Vienna,Wien,Vienne,states,,capital of and state in Austria,http://vocab.getty.edu/tgn/7003030,http://www.wikidata.org/entity/Q1741
1,Britain,Buckinghamshire,Buckinghamshire,Buckinghamshire,,,,counties,"Inhabited by Neolithic peoples, Romans and Saxons; part of kingdom of Mercia; many great estates were built here after clearance of woodlands in 17th century; furniture and printing began after WW II.",,http://vocab.getty.edu/tgn/7008104,
1,Britain,Wales,Wales,Wales,Galles,Wales,Pays de Galles,countries,Originally inhabited by Celts; not subdued by Rome; was stronghold for Britons & Celts against invading Anglo-Saxons in 5th cen. CE; repulsed Danish invasions 9th cen.; saw conflict with England from 11th cen. until Edward I of England gained control.,"country in north-west Europe, part of the United Kingdom",http://vocab.getty.edu/tgn/7002443,http://www.wikidata.org/entity/Q25
1,Canada,Alberta,Alberta,Province of Alberta,,,Province d’Alberta,provinces,"Borders Saskatchewan to the east, Montana to the south and British Columbia to the west; under control of Hudson's Bay Company until 1870; oil was discovered here in 1947; products include wheat, barley, sugar beets, petroleum, natural gas, coal, and gypsum.",province of Canada,http://vocab.getty.edu/tgn/7005694,http://www.wikidata.org/entity/Q1951
1,Canada,Northwest Territories,Northwest Territories,Northwest Territories,,,Territoires du Nord-Ouest,territories,Region includes thousands of islands; main industry is mining; lead and zinc are mined at Pine Point and gold is mined at Yellowknife.,territory of Canada,http://vocab.getty.edu/tgn/1000296,http://www.wikidata.org/entity/Q2007
1,Canada,Onterio,,,,,,,,,,
1,England,Banbury,Banbury,,,,,,,"Parliamentary constituency in the United Kingdom, 1801 onwards",,http://www.wikidata.org/entity/Q989270
1,England,Beds,Bedfordshire,Bedfordshire,,,,counties,"Comprises valley of River Great Ouse; occupied by Beaker peoples early Bronze Age (ca. 1800 BCE), Romans ca. 1st century, Anglo-Saxons and Danes 5th-6th centuries; boundries almost unchanged since 11th century; contains London's overflow airports and auto plants.",,http://vocab.getty.edu/tgn/7008103,
1,England,Birmingham,Birmingham,Birmingham,,,,unitary authorities,Metropolitan borough and unitary authority in West Midlands.,"district in West Midlands, England, United Kingdom",http://vocab.getty.edu/tgn/7019028,http://www.wikidata.org/entity/Q20986424
1,England,Buckinghampshire,,,,,,,,,,
1,England,Bucksinghamshire,,,,,,,,,,
1,England,Buscot Park,,,,,,,,,,
1,England,Chesire,Chesire,,,,,,,historic county of England,,http://www.wikidata.org/entity/Q67287495
1,England,Chippenham,Chippenham,,,,,,,"Parliamentary constituency in the United Kingdom, 2010 onwards",,http://www.wikidata.org/entity/Q3138621
1,England,Connecticut,,,,,,,,,,
1,England,Dorchester,Dorchester,,,,,,,"town in Dorset, England, UK",,http://www.wikidata.org/entity/Q503331
1,England,Dulverton,Dulverton,,,,,,,"town and civil parish in Somerset, England, UK",,http://www.wikidata.org/entity/Q749338
1,England,Dumbartonshire,,,,,,,,,,
1,England,East Sussex,East Sussex,East Sussex,,,,counties,"Comprises chalk hills, ragged coastline, and marshes; area contained Neolithic camps, an Iron Age hill fort, and Norman castles; was source of grain and iron ore to Romans; iron industry thrived in Middle Ages; seaside resorts became important in the 18th century.",,http://vocab.getty.edu/tgn/7008129,
1,England,Essex,Essex,Essex,,,,counties,"Comprises flat coasts, tidal inlets and islands; inhabited by prehistoric peoples, Romans by 1st century, Saxons by 5th century and by Danes after Battle of Maldon in 991; economy based on light industry, livestock, produce, and tourism in Southend and Tendring.",ceremonial county in England (use Q21272241 for administrative non-metropolitan county),http://vocab.getty.edu/tgn/7008131,http://www.wikidata.org/entity/Q23240
1,England,Hartford,Hartford,,,,,,,"village and civil parish in Cheshire, England",,http://www.wikidata.org/entity/Q1587114
1,England,Hertford,Hertfordshire,Hertfordshire,,,,counties,"Located in southeastern England, north of Greater London; drained by rivers Lea and Colne. It contains Neolithic, Bronze Age and Roman remains, a Norman castle, and many large country estates; expanded greatly in the 20th century to accomodate population and industrial overflow from London. The county is divided into ten districts.",,http://vocab.getty.edu/tgn/7008145,
1,England,Huntingdonshire,Huntingdonshire,,,,,former administrative divisions,Henry II turned the entire county into a private hunting preserve in the 12th cen. Formerly was a small county in east-central England until 1965 when it became a district in the county of Huntingdon & Peterborough until 1974; now the area is part of Cambridgeshire.,,http://vocab.getty.edu/tgn/7027266,
1,England,Isle of Wight,Isle of Wight,Isle of Wight,,,,unitary authorities,"Island located in English Channel off south coast of Hampshire, separated from mainland by The Solent; annexed to Rome under Vespasian in 43 CE, to Wessex under the Saxons 661 and under Danish control 998; Queen Victoria died here at Osbourne House 1901.","island, county and unitary authority area of England, United Kingdom",http://vocab.getty.edu/tgn/7011430,http://www.wikidata.org/entity/Q9679
1,England,Jersey,,,,,,,,,,
1,England,"Malmesbury, Wilts",,,,,,,,,,
1,England,Maryland,Maryland,,,,,,,"electoral ward in the London Borough of Newham, England, UK",,http://www.wikidata.org/entity/Q126478265
1,England,Middlesex,Middlesex,Middlesex,,,,former administrative divisions,"Ancient former county in southeastern England centered around River Thames. It was bounded by the Thames to the south and by its tributaries the Lea to the east and the Colne to the west; to the north was Hertfordshire. In 1965 it was divided between Hertfordshire, Surrey, and Greater London, with most being incorporated into Greater London. The area was inhabited by traders and settlers since Iron Age ca. 500 BCE, Saxons and Romans; population has been declining since late 19th century.",,http://vocab.getty.edu/tgn/7012288,
1,England,Monmouthshire,,,,,,,,,,
1,England,New Jersey,,,,,,,,,,
1,England,North Reading,,,,,,,,,,
1,England,Richmond,Richmond upon Thames,Richmond upon Thames,,,,boroughs,The only London borough that straddles the River Thames.,borough in the London Region in England,http://vocab.getty.edu/tgn/7018928,http://www.wikidata.org/entity/Q32515
1,England,Rutlandshire,Rutland,Rutland,,,,unitary authorities,"In central England; as once a county, later incorporated into Leicestershire, and now a unitary authority since 1997; has an area of 152 sq mi; rural upland area used mostly for tillage and pasturage; iron ore and limestone extracted here.",,http://vocab.getty.edu/tgn/5000748,
1,England,Sailsbury,,,,,,,,,,
