count,country,region,city,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes
5,United States,California,Ross,Ross,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2013715,,
5,United States,Connecticut,Clinton,Clinton,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2016710,,
5,United States,Connecticut,Green Farms,,,,,,,,,,,
5,United States,Connecticut,Hamden,Hamden,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013683,,
5,United States,Connecticut,Lakeville,Lakeville,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2017037,,
5,United States,Connecticut,Northford,Northford,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2017213,,
5,United States,Delaware,Newark,Newark,Newark,,,,inhabited places,,,http://vocab.getty.edu/tgn/7014217,,
5,United States,Distric of Columbia,Washington,Washington,Washington,,,,inhabited places,"Coextensive with District of Columbia; located on swampy ground at navigational head of Potomac River; site was selected by 1st US president George Washington; city plan was laid out by French engineer Charles L'Enfant; burned in War of 1812, but rebuilt.",capital city of the United States of America,http://vocab.getty.edu/tgn/7013962,http://www.wikidata.org/entity/Q61,
5,United States,Florida,Captiva Island,Captiva Island,,,,,,,"island in Lee County, Florida, United States",,http://www.wikidata.org/entity/Q1035163,
5,United States,Georgia,Newnan,Newnan,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2023732,,
5,United States,Illinois,Rockford,Rockford,,,,,inhabited places,Located on the Rock river; was founded by New Englanders in 1834; became a manufacturing center when power was provided by a dam constructed across the river in 1844; noted as site of invention of reaper & mower combination by John Manny in 1850s.,"county seat of Winnebago County, Illinois, United States",http://vocab.getty.edu/tgn/7014351,http://www.wikidata.org/entity/Q233892,
5,United States,Kentucky,Henderson,Henderson,,,,,inhabited places,,"city in and county seat of Henderson County, Kentucky, United States",http://vocab.getty.edu/tgn/2039330,http://www.wikidata.org/entity/Q734134,
5,United States,Kentucky,Mount Sterling,Mount Sterling,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2040401,,
5,United States,Kentucky,Versailles,Versailles,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2041781,,
5,United States,Maine,Augusta,Augusta,,,,,inhabited places,Located on Kennebec River; Canibas Indians originally lived in area; flourished in early 1600s as a trading center for settlers in Massachusetts; Fort Western protected site from Indian attacks in 1754; state government & university are economy's base.,"county seat in Kennebec County, Maine, USA and Maine federated state capital city",http://vocab.getty.edu/tgn/7013345,http://www.wikidata.org/entity/Q28206,
5,United States,Maryland,Mount Victoria,Mount Victoria,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2048021,,
5,United States,Maryland,Pikesville,Pikesville,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2048280,,
5,United States,Maryland,Reisterstown,Reisterstown,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2048437,,
5,United States,Massachusetts,Canton,Canton,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2049559,,
5,United States,Massachusetts,Duxbury,Duxbury,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013627,,
5,United States,Massachusetts,Lawrence,Lawrence,,,,,inhabited places,Developed for industry 1845 by Boston financier Abbot Lawrence; separated from Meuthen & Andover & incorporated as town 1847; important textile center mid-19th cen.; scene of strike between out-of-town militia & Industrial Workers of the World 1912.,,http://vocab.getty.edu/tgn/2049994,,
5,United States,Massachusetts,Long Meadow,Long Meadow,,,,,,,"swamp in Worcester County, Massachusetts, United States of America",,http://www.wikidata.org/entity/Q49207962,
5,United States,Massachusetts,South Ashfield,South Ashfield,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2050611,,
5,United States,Massachusetts,Vineyard Haven,Vineyard Haven,,,,,inhabited places,"Vineyard Haven is the main village in the Town of Tisbury, though the names are used interchangeably.",,http://vocab.getty.edu/tgn/2050781,,
5,United States,Massachusetts,Westwood,Westwood,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7016328,,
5,United States,Michigan,Grosse Point Farms,,,,,,,,,,,
5,United States,Michigan,Grosse Pointe Shores,Grosse Pointe Shores,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2052104,,
5,United States,Minnesota,Wayzata,Wayzata,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7014601,,
5,United States,Missouri,Independence,Independence,,,,,inhabited places,"Located in W Missouri; home of President Harry S Truman; embarking point for wagon trains for Oregon, Santa Fe & California trails; resentment toward Mormons drove them out in 1833; site of 2 skirmishes with Confederates during Civil War.",,http://vocab.getty.edu/tgn/7013793,,
5,United States,Montana,Great Falls,Great Falls,,,,,inhabited places,Located in W central Montana on Missouri River near falls for which it was named; state's 2nd largest city; important regional distributing center; Lewis & Clark documented falls in 1805; Manitoba railway sustained community since its inception in 1807.,,http://vocab.getty.edu/tgn/7014130,,
5,United States,New Jersey,Fair Haven,Fair Haven,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2064718,,
5,United States,New Jersey,Hackensack,Hackensack,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7016185,,
5,United States,New Jersey,South Orange,"South Orange Village, Township of",,,,,inhabited places,,,http://vocab.getty.edu/tgn/2681257,,
5,United States,New Jersey,Westfield,Cinnaminson,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2064398,,
5,United States,New York,Annandale-on-Hudson,Annandale-on-Hudson,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013302,,
5,United States,New York,Bayport,Bayport,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2067969,,
5,United States,New York,Bayville,Bayville,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2067983,,
5,United States,New York,Harrison,Harrison,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2069605,,
5,United States,New York,Johnson City,Johnson City,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013815,,
5,United States,New York,Morris,Morris,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2070636,,
5,United States,New York,New Paltz,New Paltz,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7014215,,
5,United States,New York,Pocantico Hills,Pocantico Hills,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2071720,,
5,United States,New York,Saratoga Springs,Saratoga Springs,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7014485,,
5,United States,New York,Schenechtady,,,,,,,,,,,
5,United States,New York,Watkins Glen,Watkins Glen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7016326,,
5,United States,New York,Westchester,Westchester Creek,,,,,creeks,,"river in the Bronx, New York City, United States",http://vocab.getty.edu/tgn/1135025,http://www.wikidata.org/entity/Q7987243,
5,United States,New York,Woodstock,Woodstock,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2782179,,
5,United States,North Carolina,Ahoskie,Ahoskie,,,,,inhabited places,,"town in Hertford County, North Carolina, United States",http://vocab.getty.edu/tgn/2073412,http://www.wikidata.org/entity/Q370172,
5,United States,North Carolina,Tryon,Tryon,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2076969,,
5,United States,Ohio,Canton,Bridgeport,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2078586,,
5,United States,Pennsylvania,Bellevue,Bellevue,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2086298,,
5,United States,Pennsylvania,Berwyn,Berwyn,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2086370,,
5,United States,Pennsylvania,Coraopolis,Coraopolis,,,,,inhabited places,,"borough in Allegheny County, Pennsylvania",http://vocab.getty.edu/tgn/2087485,http://www.wikidata.org/entity/Q1130247,
5,United States,Pennsylvania,Elkins Park,Elkins Park,,,,,,,"unincorporated community in Montgomery County, Pennsylvania, United States",,http://www.wikidata.org/entity/Q5364334,
5,United States,Pennsylvania,Gwynedd,Gwynedd,,,,,inhabited places,,"unincorporated community, United States of America",http://vocab.getty.edu/tgn/2089007,http://www.wikidata.org/entity/Q24259742,
5,United States,Pennsylvania,Gwynedd Valley,Gwynedd Valley,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2089009,,
5,United States,Pennsylvania,Lock Haven,Lock Haven,,,,,inhabited places,,"city in Pennsylvania, United States",http://vocab.getty.edu/tgn/2090232,http://www.wikidata.org/entity/Q1187817,
5,United States,Pennsylvania,Malvern,Malvern,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2090515,,
5,United States,Pennsylvania,Norwood,Norwood,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2091449,,
5,United States,Rhode Island,Saunderstown,Saunderstown,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2095104,,
5,United States,South Carolina,Boykin,Boykin,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2095391,,
5,United States,Tennessee,Sewanee,Sewanee,,,,,inhabited places,,"census-designated place in Franklin County, Tennessee",http://vocab.getty.edu/tgn/2101438,http://www.wikidata.org/entity/Q1987614,
5,United States,Vermont,Brattleboro,Brattleboro,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013451,,
5,United States,Vermont,Montpelier,Montpelier,,,,,inhabited places,Located on Winooski river in N central Vermont; a log cabin built by Jacob Davis was first structure on site; town developed in late 18th cen.; was given status of state capital in 1801; birthplace of Admiral George Dewey.,,http://vocab.getty.edu/tgn/7013956,,
5,United States,Virginia,Fairfax,Fairfax,,,,,independent cities,,,http://vocab.getty.edu/tgn/2002208,,
5,United States,Virginia,Millwood,Millwood,,,,,inhabited places,,unincorporated community in Virginia,http://vocab.getty.edu/tgn/2113037,http://www.wikidata.org/entity/Q3475899,
5,United States,Virginia,Portsmouth,Portsmouth,,,,,independent cities,,,http://vocab.getty.edu/tgn/7022210,,
5,United States,Virginia,Suffolk,Suffolk,,,,,independent cities,,,http://vocab.getty.edu/tgn/7022217,,
5,United States,Virginia,Yorktown,Yorktown,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2115169,,
4,,,Sulmona,,,,,,,,,,,
4,,Louisiana,New Orleans,,,,,,,,,,,
4,,Massachusetts,Cambridge,,,,,,,,,,,
4,,New York,Watertown,,,,,,,,,,,
4,,Virginia,Alexandria,,,,,,,,,,,
4,Australia,,Hobart,Hobart,,,,,inhabited places,"Originally a penal colony, made capital of Tasmania in 1812; former whaling station; today thrives as a deep harbor on Derwent river, exporting agricultural products, textiles, timber & minerals; is a major chemical-processing center.",,http://vocab.getty.edu/tgn/7001938,,
4,Australia,Victoria,Melbourne,Melbourne,Melbourne,,,,inhabited places,World's most southerly urban area greater than 1 million population; Australia's largest cargo port; founded by Tasmanian settlers; center of gold rush 1850s; site of Summer Olympic Games 1956.,"capital city of Victoria, Australia",http://vocab.getty.edu/tgn/7001933,http://www.wikidata.org/entity/Q3141,
4,Austria,,Ambras,Ambras,,,,,,,"castle in Innsbruck, Austria",,http://www.wikidata.org/entity/Q700764,
4,Austria,,Gratz,Graz,Graz,,,,inhabited places,"Located in Styrian Alps on the Mur River, the town developed around Schlossberg peak, on which there are ruins of a 15th century fortress and clock tower. It served as the residence of early rulers of Steiermark and was held by French during Napoleonic wars. Noted as the birthplace of astronomer Johannes Kepler (1571-1630) and as burial site of Emperor Ferdinand II. The historic centre of the city of Graz was designated a World Heritage Site by UNESCO.","capital of Styria, Austria",http://vocab.getty.edu/tgn/7003097,http://www.wikidata.org/entity/Q13298,
4,Austria,,Vaduz and Vienna,,,,,,,,,,,
4,Belgium,,Beloeil,Beloeil,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7248308,,
4,Belgium,,Forest,Forest,,,,Forest,inhabited places,"Forest is one of the nineteen former communes that formed the Greater Brussels area. It encompasses two wooded parks on the slopes of the Zenne Valley that were once part of the Forêt de Soignes, hence the town's name. It is home to the Abbey of Saint-Benoit, built in 1106, which includes monastic buildings built in the 18th century. The modern town is a suburb of Brussels, and has many industries including leather goods, soap, clocks, and beer. ","municipality in the Brussels-Capital Region, Belgium",http://vocab.getty.edu/tgn/7007883,http://www.wikidata.org/entity/Q72946,
4,Belgium,,Gheel,Geel,,,,,inhabited places,,"city in Antwerp province, Belgium",http://vocab.getty.edu/tgn/7007884,http://www.wikidata.org/entity/Q464454,
4,Belgium,,Herenthals,Herentals,,,,,inhabited places,,"city in Antwerp, Belgium",http://vocab.getty.edu/tgn/7007892,http://www.wikidata.org/entity/Q383723,
4,Belgium,,Liège and Brussels,,,,,,,,,,,
4,Belgium,,Namur,Namur,,,,Namur,inhabited places,"The city is the capital of the province of Namur, situated at the confluence of the Sambre and Meuse Rivers. It was a fortified town in pre-Roman times, and became the seat of the counts of Namur from 908; their citadel on a rocky outcrop between the two rivers was refortified several times over the centuries and not abandoned for good until 1862. It passed to Burgundy in 1421, and to the new nation of Belgium with the rest of the Burgundian Netherlands in 1830. Its strategic location on the various routes into France meant that the city was often the scene of conflict in the 17th and from the 19th to the 20th centuries. It underwent considerable damage during both World Wars. Despite this, many historic structures remain, such as the Baroque cathedral of St. Aubain, the Jesuit church of St. Loup, the convent of the Sisters of Our Lady, containing 13th-century treasures of silver and gold craftsmanship; and the Meat Hall, built in 1588, which houses the archaeological museum. Its industries include tourism, glass, paper, leather goods, steel products, and cement. Its 2003 estimated population was 105,700.",,http://vocab.getty.edu/tgn/7007960,,
4,Belgium,,Saint-Trond,Saint Truiden,,,,,inhabited places,"The commune in the province of Limburg, Belgium was originally the site of an abbey founded by the monk St. Trudo in the seventh century, around which the town grew. It was conquered by Charles the Bold of Burgundy in the 15th century. Notable among its old churches is Notre Dame, dating from the 15th century.",municipality in Belgium,http://vocab.getty.edu/tgn/7008735,http://www.wikidata.org/entity/Q37792,
4,Belgium,,Verviers,Verviers,,,,Verviers,inhabited places,"The town lies on the Vesdre River in the province of Liège in Belgium. Its local industry features wool and cotton textile mills, and metal and glass works. The 2003 estimated population was 53,200.","town in Verviers municipality, Belgium",http://vocab.getty.edu/tgn/7008733,http://www.wikidata.org/entity/Q31571899,
4,Bermuda,,Paget East,,,,,,,,,,,
4,British Columbia,,Abbotsford,,,,,,,,,,,
4,Canada,Ontario,Kingston,Kingston,,,,,inhabited places,"Located in SE Ontario; trading post and fort ruined by British in 1758; resettled by United Empire Loyalists in 1783; used as base for British naval force on Lake Ontario during War of 1812; produces ships, mining equipment and ceramics.","city in Ontario, Canada",http://vocab.getty.edu/tgn/7017654,http://www.wikidata.org/entity/Q202973,
4,Canada,Ontario,London,London,,,,,inhabited places,"Located in SE Ontario on Thames river; products include diesel locomotives, beverages, textiles, refrigerators and hosiery.","city in Southwestern Ontario, Canada",http://vocab.getty.edu/tgn/7013066,http://www.wikidata.org/entity/Q92561,
4,Colombia,,Bogotá,Bogotá,Bogota,,,,inhabited places,Former center of Chibcha culture; capital of viceroyalty of New Granada; established audiencia 1549; scene of revolt against Spanish rule 1810-1811; recovered by Spanish 1816-1819; freed by victory of Bolívar 1819.,capital city of Colombia,http://vocab.getty.edu/tgn/7005070,http://www.wikidata.org/entity/Q2841,
4,Croatia,Dalmatia,Zara,,,,,,,,,,,
4,Czech Republic,,Czechoslovakia,,,,,,,,,,,
4,Denmark,,Skagen,Skagen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003593,,
4,England,,Beccles,Beccles,Beccles,,,,inhabited places,,,http://vocab.getty.edu/tgn/1028441,,
4,England,,Bedford,Bedford,Bedford,,,,inhabited places,"Located in River Great Ouse valley; first mentioned in 571, when Cuthwulf defeated Britons; burned by King Canute in 1015; was refuge for Puritans during the 17th-century Puritan Revolution; John Bunyan was imprisoned here for 12 years; noted for St. Paul's Cathedral and Bunyan Meeting House (1850); Bedford Museum is on site of the Norman castle; Cecil Higgins Art Gallery located here.",,http://vocab.getty.edu/tgn/7011907,,
4,England,,Birkenhead,Birkenhead,Birkenhead,,,,inhabited places,"Located on Wirral peninsula at mouth of River Mersey; developed rapidly in 19th cen. with boiler works, textile mills & iron ship industry; dock opened 1847 & trade began with Ireland & Eastern tropics; first iron vessel in England built here in 1829.",,http://vocab.getty.edu/tgn/7012043,,
4,England,,Blackpool,Blackpool,Blackpool,,,,inhabited places,"On the Irish Sea coast; country's largest & most popular seaside resort since late 18th cen.; Blackpool Tower (1895), modeled after Eiffel Tower; attractions include piers, golf courses & zoological parks; named after peat-colored water of Marton Mere.",,http://vocab.getty.edu/tgn/7010403,,
4,England,,Camberley,Camberley,Camberley,,,,inhabited places,,,http://vocab.getty.edu/tgn/1028740,,
4,England,,Canterbury,Canterbury,Canterbury,,,,inhabited places,"Country's principal religious center, immortalized in Chaucer's Canterbury Tales; badly damaged by Danes in 1011 and bombed during World War II; Protestants executed here under Mary I in the 1550s; weaving center in the 17th century; site of ruins of Roman walls and theater; cathedral begun in 1070; city has Norman walls also.",,http://vocab.getty.edu/tgn/7012044,,
4,England,,Corsham Court,,,,,,,,,,,
4,England,,Doncaster,Doncaster,Doncaster,,,,inhabited places,"Located on the River Don on the site of the Roman fort Danum. It grew as a market town in Middle Ages, as railway center in the 19th century, and as a service center for mining communities in the 20th century. Known for its butterscotch. A mansion house by James Paine (1745-1748) is one of country's finest and is noted for its ballroom. Doncaster is the site of the annual St. Leger horse race.",,http://vocab.getty.edu/tgn/7010696,,
4,England,,Helmingham,Helmingham,,,,,inhabited places,Located between Ipswich & Stowmarket.,,http://vocab.getty.edu/tgn/4004933,,
4,England,,Henley-on-Thames,Henley-on-Thames,Henley on Thames,,,,inhabited places,,"town in Oxfordshire, England",http://vocab.getty.edu/tgn/7011949,http://www.wikidata.org/entity/Q990253,
4,England,,Lewes,Lewes,Lewes,,,,inhabited places,"Located on the west bank of the River Ouse; it was a market center and important river port until Newhaven on the coast took prominence. The town grew around the 11th-century castle and priory, the ruins of which still dominate the town. Simon de Montfort defeated Henry III at the Battle of Lewes on May 14, 1264. Lewes is the site of 16th-century Barbican House, the home of Anne of Cleves, fourth wife of Henry VIII. Lewes is now the county seat of East Sussex. The nearby town of Glyndebourne is a world-famous opera center.",,http://vocab.getty.edu/tgn/7011444,,
4,England,,Monmouth,,,,,,,,,,,
4,England,,Newcastle-Upon-Tyne,Newcastle upon Tyne,Newcastle upon Tyne,,,,inhabited places,"Was station on Hadrian's Wall; was important fortress town in the 12th century and wool center in the 14th century; prospered in shipbuilding, ironworks, and banking by 1800; noted for 14th-century Church of St. Nicholas and 17th-century Guild Hall; has many fine universities.","city in Tyne and Wear, England, UK",http://vocab.getty.edu/tgn/7012026,http://www.wikidata.org/entity/Q1425428,
4,England,,Penshurst,Penshurst,Penshurst,,,,inhabited places,,,http://vocab.getty.edu/tgn/5000856,,
4,England,,Shavington,Shavington,,,,,inhabited places,Shavington House; Shavington Hall; Shavington Green Farm.,,http://vocab.getty.edu/tgn/1030584,,
4,England,,Somerset,Somerset,,,,,,,ceremonial county of England (use Q21694741 for administrative non-metropolitan county),,http://www.wikidata.org/entity/Q23157,
4,England,,Taunton,Taunton,Taunton,,,,inhabited places,Located in Vale of Taunton; town grew around 8th-cen. Saxon castle & remained as seat of Bishops of Wincester for more than 1000 years; second castle built in 12th cen. seized by Royalists during 17th-cen. English Civil War.,,http://vocab.getty.edu/tgn/7011240,,
4,England,,Towcester,Towcester,Towcester,,,,inhabited places,"The Roman name 'Lactodorum' means 'town of dairy farmers;' the town grew up along Roman Watling Street. The town was fortified by Edward the Elder and his sister Ethelfleda, ca. 910-921. The Saracen's Head Inn was immortalized by Charles Dickens in ""The Pickwick Papers.""","town and civil parish in Northamptonshire, England",http://vocab.getty.edu/tgn/7010912,http://www.wikidata.org/entity/Q2569107,
4,England,,Wakefield,Wakefield,Wakefield,,,,inhabited places,"Located on the River Calder, Wakefield has been a center for the wool trade since the 14th century. In 1460, Richard, Duke of York, was captured and beheaded here by Lancastrians during the War of Roses. The famous Towneley and Wakefield mystery plays were performed here from ca. 1450. Modern industries include coal mining, textiles, brewing, and engineering. Its cathedral has Norman traces and at 247 feet features the tallest crocketed spire in Yorkshire.",,http://vocab.getty.edu/tgn/7010464,,
4,England,,Warminister,,,,,,,,,,,
4,England,,Woburn,Woburn,Woburn,,,,inhabited places,"The park of Woburn Abbey, home of the dukes of Bedford since the 17th century, is now a wildlife safari park.",,http://vocab.getty.edu/tgn/7024777,,
4,England,Berkshire,Wantage,,,,,,,,,,,
4,England,Cornwall,Truro,Truro,Truro,,,,inhabited places,"Located on River Truro, which is formed by the confluence of the Kenwyn and Allen rivers at this site; site of Truro Cathedral, built in Early English style 1880-1910; industries include timber & food processing; china clay is the main export.",,http://vocab.getty.edu/tgn/7011328,,
4,England,Cumberland,Portinscale,,,,,,,,,,,
4,England,Hampshire,New Forest,,,,,,,,,,,
4,England,Lancashire,Preston,Preston,Preston,,,,inhabited places,"Located on River Ribble, estuary of Irish Sea; town grew around site of Roman fort; center for wool & linen trade during late 15th cen.; grew with construction of first cotton-spinning mill in 1777; new industries include aircraft & vehicle manufacturing.",,http://vocab.getty.edu/tgn/7010427,,
4,England,Lincolnshire,"Burghley House, Stamford",,,,,,,,,,,
4,England,Massachusetts,Cambridge,Cambridge,Cambridge,,,,inhabited places,"Located on the rivers Cam and Granta; site of prehistoric and Roman remains; oldest college is Peterhouse (founded 1284); was confirmed a university city by Pope John XXII in 1384; visited by Erasmus in 1510; site of Holy Sepulchre Church, famed for its circular plan; the Fitzwilliam Museum is here.","city in Cambridgeshire, England",http://vocab.getty.edu/tgn/7010874,http://www.wikidata.org/entity/Q350,
4,England,North Yorkshire,York,York,York,,,,unitary authorities,"In 1996, York became a unitary authority, meaning that it is no longer controlled by North Yorkshire County Council (NYCC).","unitary authority area in North Yorkshire, England",http://vocab.getty.edu/tgn/7019064,http://www.wikidata.org/entity/Q20986421,
4,England,Oxfordshire,Rousham House,Rousham House,,,,,,,"Grade I listed English country house in West Oxfordshire, England, UK",,http://www.wikidata.org/entity/Q2169309,
4,England,Salisbury,Wiltshire,Wiltshire,Wiltshire,,,,counties,"County in southern England; watershed area separating basins of Bristol Channel, English Channel and River Thames; chalk uplands populated in prehistoric times and contains many stone monuments and burial mounds, including Neolithic Stonehenge and Avebury; primarily an agricultural area; administrative center is Trowbridge; Swindon became an independent unitary authority in 1997.","unitary authority (doesn't include Swindon) in Wiltshire, South West England, United Kingdom",http://vocab.getty.edu/tgn/7008180,http://www.wikidata.org/entity/Q21694746,
4,England,Sussex,Pulborough,,,,,,,,,,,
4,England,Wareham,Lulworth Manor,,,,,,,,,,,
4,England,Yorkshire,Beverley,,,,,,,,,,,
4,Estonia,,Tallinn,Tallinn,,,,,municipalities,,,http://vocab.getty.edu/tgn/8716648,,
4,France,,Auxerre,Auxerre,,,,,inhabited places,"Important Roman city & center of learning; became a bishopric during the 3rd cen. CE; was capital of county of Auxerrois, which passed to Burgundy by the treaty of Arras in 1435.",,http://vocab.getty.edu/tgn/7013341,,
4,France,,Cambrai,Cambrai,Cambrai,,Cambrai,Cambrai,inhabited places,Was a Roman center on Escaut river; was a Frankish capital by 445 CE; obtained rights from bishop in 1227; was longtime pawn of contending rulers; league against Venice was formed here 1508; site of signing of Peace of Cambrai 1529; ceded to France 1678.,,http://vocab.getty.edu/tgn/7008456,,
4,France,,La Fère,La Fère,La Fère,,,,inhabited places,"An important town on the Hindenburg Line, under German occupation 3 September 1914 to 10 October 1918.",,http://vocab.getty.edu/tgn/7017250,,
4,France,,Le Vésinet,Le Vésinet,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7009295,,
4,France,,Maisons-Laffitte,Maisons-Laffitte,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7009320,,
4,France,,Montfaucon-en-Velay,Montfaucon-en-Velay,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1034469,,
4,France,,Périgueux,Périgueux,,,,,inhabited places,"Périguex was an important Roman settlement of Gallic Petrocorii. In 730 it was sacked by Saracens and then by the Normans in 844. The medieval town developed around an abbey between the 5th and 14th centuries. It was one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela, home of the shrine dedicated to Saint James, the patron saint of Spain. The present city was created in 1240 by the joining of La Cité and Puy-Saint-Front. It suffered as a Protestant stronghold during the 16th century. Périguex contains various Roman remains and Romanesque churches.",,http://vocab.getty.edu/tgn/7008163,,
4,France,,Riom,Riom,,,,,inhabited places,"A former fortified town, Riom was in medieval times a pilgrimage site, housing relics of the saint Amable. Under the rule of the Duc de Berry in the 14thcentury, it reverted to the French crown in 1531, after which it flourished as a royal judicial center. After the revolution it continued to be a judicial seat. It torn down its city walls in the 18th century. Site of many historic structures and inscriptions, in 1985 it was given the status of ""Ville d'Art et d'Histoire."" Its population is 19, 324 by a 2003 estimate.",,http://vocab.getty.edu/tgn/7011061,,
4,France,,Saint Quentin,Saint-Quentin,Saint-Quentin,,,,inhabited places,Important wool industry center in Middle Ages; to French crown 1191; ceded to Burgundians 1435-1477; site of Spanish victory over French 1557; scene of decisive British breakthrough in World War I; site of 12th and 15th-century church and 14th and16th-century city hall.,,http://vocab.getty.edu/tgn/7010562,,
4,France,,Saint-Floret,Saint-Floret,Saint-Floret,,,,inhabited places,,,http://vocab.getty.edu/tgn/7611877,,
4,France,,Saint-Paul-Trois-Châteaux,Saint-Paul-Trois-Châteaux,Saint-Paul-Trois-Châteaux,,,,inhabited places,,,http://vocab.getty.edu/tgn/1035483,,
4,France,,Sens,Sens,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008255,,
4,France,,Soissons,Soissons,,,,,inhabited places,"Name derived from Suessiones, a Gaulish tribe; garrison town under Romans; seized by Clovis in 486; scene of Merovingian king Childeric III's deposition in 752; held by counts of Soissons under Capetian dynasty 987-1328; site of 12th- and 13th-century Gothic cathedral.",,http://vocab.getty.edu/tgn/7010563,,
4,France,,Tarascon,Tarascon-sur-Ariège,,,,,inhabited places,,"commune in Ariège, France",http://vocab.getty.edu/tgn/1035820,http://www.wikidata.org/entity/Q670048,
4,Georgia,,Athens,,,,,,,,,,,
4,Germany,,Aachen,Aachen,Aachen,,Bad Aachen,Aix-la-Chapelle,inhabited places,"The city of Aachen is located on the German frontier with Belgium and The Netherlands in the northwestern state of North Rhine-Westphalia. It was the site of Roman baths from the1st century BCE. It probably was birthplace of Charlemagne, who adopted the city as the second capital of the Holy Roman Empire and made it a center of learning and culture. From medieval times to the Reformation it served as the main coronation place of emperors and German kings. Destroyed in 881, it was rebuilt and in the late 12 century was fortified and obtained civic rights. It became a free imperial city around 1250. It began a decline in the 16th century, ceased to be the seat of imperial coronations in 1560, and was almost entirely burned in a great conflagration in 1656. It was the site of the signing of treaties to end the wars of Devolution in 1688 and of Austrian Succession in 1748. Annexed by France in 1801, it fell to Prussia by the Congress of Vienna in 1814-1815. Belgium occupied it briefly after World War I, and in World War II it was the first large German city to be taken by the Allies, in October 1944. Despite the bombing, much of its historic architecture has survived, in at least restored or rebuilt condition. Aachen Cathedral, a UNESCO World Heritage site, includes the famous Palatine Chapel of the Carolingian era, built between 790 and 805. Its choir and side chapels are Gothic. Notable medieval churches include St. Foillan's, St. Nicholas's, and St. Paul's, all of which began reconstruction right after being damaged. The town hall of around 1530 on the ruins of Charlemagne's palace and containing the wonderful Hall of the Emperors has also been restored. Culturally Aachen is am important city, with the Suermondt Ludwig Museum of Art in the market square, the international Newspaper Museum with examples of newspapers dating back to the 16th century, and many educational institutions, including the first university ever founded in Prussia (1870). The warmest ho springs in Germany are located in the suburb of Burtscheid. Aachen is also a center of industry and commerce, with nearly every type of heavy industry represented there. Goods such as chemicals, textiles, plastics, machinery, glass, electronics, and cosmetics are produced there. The estimated population for 2004 was 249,200.","city in North Rhine-Westphalia, Germany",http://vocab.getty.edu/tgn/7004799,http://www.wikidata.org/entity/Q1017,
4,Germany,,Calsruhe,,,,,,,,,,,
4,Germany,,Donaueschingen,Donaueschingen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005175,,
4,Germany,,Frankfort-A-Main,,,,,,,,,,,
4,Germany,,Frankfort-on the-Main,,,,,,,,,,,
