count,country,region,district,city,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes
3,Francia,,,Limoges,Limoges-Fourches,,,,,inhabited places,,"commune in Seine-et-Marne, France",http://vocab.getty.edu/tgn/1034058,http://www.wikidata.org/entity/Q204062,
3,Francia,,,Poitiers,Poitiers,,,,,inhabited places,"Poitiers is located on high ground where the Clain and Boivre rivers meet. It takes its name from the sites first settlers, a Gallic tribe called the Pictones, or Pictavi. It became a Christian center in the 4th century. The Visigoths settled in Poitiers in the 5th century but the site was taken over in 507 by the Frankish king Clovis. Poitiers was one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela. Control of Poitiers alternated between France and England between the 12th and 14th century. The French heroine Saint Joan of Arc was interrogated there in 1429. Poitiers suffered severely during the 16th-century Wars of Religion. Parts of Poitiers were destroyed during World War II. It contains many ancient monuments dispersed throughout the town. The Notre-Dame-la-Grande church is an example of Romanesque architecture, with a 12th century facade containing many sculptures. Located in Poitiers is the 4th-century rectangular Baptistère Saint-Jean, which is estimated to be the oldest Christian edifice in France; it now houses an archaeological museum containing tombs dating from the 5th to the 8th century. There has been recent industrial growth in the area of printing, rubber, electrical machinery, and chemical industries.","commune in Vienne, France",http://vocab.getty.edu/tgn/7017418,http://www.wikidata.org/entity/Q6616,
3,Francia,,,Troyes,Troyes,,,,,inhabited places,Converted to Christianity 3rd cen.; sacked by Normans 889; site of the great Champagne fairs; gave name to measuring system first used at fairs (troy weights); scene of signing of Treaty of Troyes 1420; scene where Joan of Arc expelled English 1429.,"commune in Aube, France",http://vocab.getty.edu/tgn/7008350,http://www.wikidata.org/entity/Q5489,
3,Francia,,,Vernouillet,Vernouillet,,,,,inhabited places,,"commune in Yvelines, France",http://vocab.getty.edu/tgn/1036069,http://www.wikidata.org/entity/Q638911,
3,Francia,Centro-Valle della Loira,,Bourges,Bourges,,,,,inhabited places,"Bourges is located almost exactly in the center of France and lies on the Canal du Berry, at the convergence of the Yèvre and Auron rivers. It was one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela. The  hill on which the city is built is crowned with the 12th-century Gothic cathedral of Saint-Étienne. The palace of Jacques Coeur, chief financier to Charles VII, is an exellent source of French 15th-century civil architecture. Bourges is the sheep, cattle, wine, and cereals marketing center for the region. In 52 BCE, Julius Caesar recognized the city as one of the most beautiful cities in Gaul. Saint Ursin brought Christianity to Bourges in the 3rd century.  During the Hundred Years' War, Charles VII resided there between the years of 1422 and 1437, and Joan of Arc wintered there between the years of 1429 and 1430. Louis XI,  was born in Bourges and endowed the city in 1463 with a university, which was abolished during the French Revolution. ",,http://vocab.getty.edu/tgn/7017415,,
3,Francia,Normandia,,Fécamp,Fécamp,,,,,inhabited places,"Located on English Channel; was a Roman center; convent was founded in 658, but destroyed by Norsemen; Abbey of the Trinity was founded on the site in 1003; was major port until 17th cen. when Le Havre superseded it.",,http://vocab.getty.edu/tgn/7009176,,
3,Francia,Provenza-Alpi-Costa Azzurra,,Beaulieu-sur-Mer,Beaulieu,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1032055,,
3,Francia,Provenza-Alpi-Costa Azzurra,,Cannes,Cannes,,,,,inhabited places,"Occupied by Phocaeans, Celts & Romans; under protection of Monks of Lérins 4th cen.; twice destroyed by Moors; Napoleon's landing spot on his escape from Elba 1815; marked E limit of US landing in World War II; site of International Film Festival.","French commune and city in Alpes-Maritimes, Provence-Alpes-Côte d'Azur",http://vocab.getty.edu/tgn/7008765,http://www.wikidata.org/entity/Q39984,
3,Francia,Provenza-Alpi-Costa Azzurra,,Saint-Jean-Cap-Ferrat,Saint-Jean Cap Ferrat,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008777,,
3,Germania,,,Bad Arolsen,Bad Arolsen,,,,,,,"town in Landkreis Waldeck-Frankenberg in Hesse, Germany",,http://www.wikidata.org/entity/Q498078,
3,Germania,,,Costanza,Costanza,,,,,,,city in Germany,,http://www.wikidata.org/entity/Q3834,
3,Germania,,,Freiburg im Breisgau,Freiburg im Breisgau,Freiburg im Breisgau,,Freiburg im Breisgau,,inhabited places,"The city of Freiburg im Breisgau is situated in the state of Baden-Württemberg on the slopes of the Black Forest where the Dreisam River flows into the Rhein Valley. It was founded by dukes of Zähringen as a free market town in the 12th century. It was ruled by the counts of Urach from 1218, by the Hapsburgs from 1368, then by Baden from 1805. It was badly damaged in World War II, but has been largely restored. It is famous for its beautiful historic architecture, particularly the medieval old town centered around the Gothic Münster, begun in the 13th century and famous for its richly decorated spire and the possession of four pipe organs. Other notable buildings are the 16th-century town hall and the Schwabentor, a large clock tower standing at the old town gate. The 2004 population estimate was 211,900.","large city in Baden-Württemberg, Germany",http://vocab.getty.edu/tgn/7004423,http://www.wikidata.org/entity/Q2833,
3,Germania,,,Königsberg,Königsberg in Bayern,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7012518,,
3,Germania,,,Norimberga,Nürnberg,Nuremberg,,Nürnberg,,inhabited places,"Situated on the Pegnitz River in Bavaria, Germany, the city of Nürnberg is the second-largest city in Bavaria. Founded around a castle in the mid-11th century, it was a thriving commercial link to Italy from the 12th century. It received its first charter in 1219 and quickly became a free imperial city. It flourished as a cultural center of northern Europe from the 15th century. The artist Albrecht Dürer was born there in 1471. It declined after the Thirty Years' War in the 17th century, and came under the rule of Bavaria in 1806. With the industrial revolution its fortunes revived. It was the focus of Hitler's political and industrial effort in the 1930s and 1940s, and as such was heavily bombed by the Allies in World War II. The post-war trials of Nazi war criminals were held here. Much of its historic architecture was destroyed by the bombing, but some of its has been restored or rebuilt, notable the old imperial castle, the Renaissance town hall, the Gothic churches of St. Lorenz and St. Sebald, and the Hospital Church of the Holy Ghost. Its major industries include the manufacture of mechanical and optical equipment, motor vehicles, textiles, and toys, for which it is a world center. It is a transportation center, with links by highway, canal, and air, and an educational center, with several institutions of higher learning, notably the Academy of Arts founded in 1662, and the Ohm Polytechnic Institute. Other institutes include the 600 year-old library and the Pegnesische Blumenorden, a literary society founded in 1644. The Germanisches Nationalmuseum houses a complete collection of Dürer prints. The 2004 estimated population was 495,600. ",city in the German state of Bavaria,http://vocab.getty.edu/tgn/7004334,http://www.wikidata.org/entity/Q2090,
3,Germania,,,Oberhessen,Oberhessen,,,,,,,province of the Grand Duchy of Hesse,,http://www.wikidata.org/entity/Q896499,
3,Germania,,,Radensleben,Radensleben,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5001728,,
3,Germania,,,Schweinfurt,Schweinfurt,,,Schweinfurt,,inhabited places,"Schweinfurt is situated on the canalized Main River in Bavaria in central Germany. It was an important medieval center, the seat of as margravate in the first century CE. It was occupied and fortified by Gustavus Adolphus in the Thirty Years' War in the 17th century. It fell under the rule of Bavaria in 1803. Due to its being a major ball bearing production center in Germany during World War II, it was heavily bombed. Its surviving historic architecture includes its Late Gothic town hall, built 1570-72, St Johannes' Church, built 1554-62, and the Old Gynasium (school), built 1581-83. It is an important industrial city, producing motor vehicles, steel, and electronics. Other economic activities include breweries and an important cattle and sheep market. Its 2004 estimated population was 54,800. ",,http://vocab.getty.edu/tgn/7004336,,
3,Germania,,,Sigmaringen,Sigmaringen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7012713,,
3,Germania,Baviera,,Landshut,Landshut,,,Landshut,,inhabited places,"The city of Landshut is located on Isar River in Bavaria in southeastern Germany. It was founded in 1204 as a fortress for dukes of Bavaria, and was chartered in 1279. It was badly damaged in the Thirty Years' War between 1618 and 1648. Since it was a major rail junction, the city received over 12,000 refugees after World War II. The city has retained much of its medieval, Renaissance, and Baroque architecture, notably the ducal castle of Trausnitz built between the 13th and the 16th century, and the Gothic St. Martin's Church with one of the world's highest brick steeples at 436 feet. Industries include electronics and machinery manufacture as well as chocolate making, brewing, and tobacco processing. The 2004 estimated population was 60,500.",,http://vocab.getty.edu/tgn/7004414,,
3,Israele,,,Gerusalemme,Yerushalayim,Jerusalem,,,,inhabited places,"First mentioned in Tell al-ʻAmarna letters 1370 BCE; holy city of Jews, Christians and Muslims; viewed as international city by United Nations' partition of Palestine; after the 1948 war, the city was divided between Jordan and Israel; the entire city was claimed by Israel in 1967.","city in the Middle East, holy to the three Abrahamic religions, capital of the State of Israel",http://vocab.getty.edu/tgn/7001371,http://www.wikidata.org/entity/Q1218,
3,Italia,,,Milano/ Roma,,,,,,,,,,,
3,Italia,,Milano,Milano,Milano,Milan,,,,inhabited places,One of nation's richest cities; became the second city of the western Roman Empire after Rome; sacked by Attila the Hun in 452 and by Goths in 539; battled for autonomy with nearby cities 11th-12th centuries; controlled by Sforza family 15th century and by Spain 1540-1706; won independence from Austria in 1848; heavily bombed during World War II.,Italian commune and capital city of Lombardy,http://vocab.getty.edu/tgn/7005903,http://www.wikidata.org/entity/Q490,
3,Italia,Abruzzi,Chieti,Fossacesia,Fossacesia,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004169,,
3,Italia,Abruzzi,L'Aquila,Avezzano,Avezzano,,,,,inhabited places,"Located in the Fucino basin on land that was reclaimed in mid-19th cen.; was destroyed by earthquake in 1915, but rebuilt; was heavily damaged in WW II.",Italian comune,http://vocab.getty.edu/tgn/7004198,http://www.wikidata.org/entity/Q47125,
3,Italia,Abruzzi,L'Aquila,Bugnara,Bugnara,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q49887,
3,Italia,Abruzzi,L'Aquila,Carsoli,Carsoli,,,,,inhabited places,"Oppidum of the Aequi on the Via Valeria ca. 65 km from Rome; became a colony under Latin law; devastated in the social war, subsequently became a municipium; suffered extensive damage from bombings in 1943.",,http://vocab.getty.edu/tgn/7010531,,
3,Italia,Abruzzi,L'Aquila,Castel di Sangro,Castel di Sangro,,,,,inhabited places,"Town on the site of the Roman Aufidena, a Samnite city. Noted as the ancestral home of Catulus Caesar, the last line of the House of Caesar.",,http://vocab.getty.edu/tgn/1044000,,
3,Italia,Abruzzi,L'Aquila,Castelvecchio Subequo,Castelvecchio Subequo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007759,,
3,Italia,Abruzzi,L'Aquila,Magliano de' Marsi,Magliano de' Marsi,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1045181,,
3,Italia,Abruzzi,L'Aquila,Pescocostanzo,Pescocostanzo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1045940,,
3,Italia,Abruzzi,L'Aquila,Pizzoli,Pizzoli,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1046037,,
3,Italia,Abruzzi,L'Aquila,Prata d'Ansidonia,Prata d'Ansidonia,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5002072,,
3,Italia,Abruzzi,L'Aquila,Scoppito,Scoppito,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7039984,,
3,Italia,Abruzzi,Pescara,Città Sant'Angelo,Città Sant'Angelo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004171,,
3,Italia,Abruzzi,Pescara,Pescara,Pescara,,,,,inhabited places,Located on Adriatic Sea at mouth of Pescara river; was established by Romans; was nearly destroyed in Germanic invasions; again flourished in Middle Ages; has often been scene of fighting by rival powers; was heavily damaged in WW II.,,http://vocab.getty.edu/tgn/7004068,,
3,Italia,Abruzzi,Pescara,Pianella,Pianella,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1045963,,
3,Italia,Abruzzi,Teramo,Valle Castellana,Valle Castellana,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1047289,,
3,Italia,Basilicata,Matera,Irsina,Irsina,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1044952,,
3,Italia,Basilicata,Potenza,Potenza,Potenza,,,,,inhabited places,"Located at altitude of 820 meters in Apennines near Basento river; flourished as Roman center; went to Lombard dukes of Benevento in 6th cen. CE; claimed by various rival lords in Middle Ages, nearly destroyed in 13th cen.; often damaged in earthquakes.",,http://vocab.getty.edu/tgn/7004228,,
3,Italia,Campania,Avellino,Mercogliano,Mercogliano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1045350,,
3,Italia,Campania,Avellino,Ospedaletto d'Alpinolo,Ospedaletto d'Alpinolo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7055170,,
3,Italia,Campania,Avellino,Sirignano,Sirignano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7039092,,
3,Italia,Campania,Benevento,Guardia Sanframondi,Guardia Sanframondi,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004510,,
3,Italia,Campania,Caserta,Teano,Teano,,,,,inhabited places,"Town on the site of an ancient city in N Campania of about the same size as the present town. Although tombs of the 7th century BCE have been discovered in the area, the first evidence of the Sidicini dates to period of the Samnite wars. It was the capital of the Oscan tribe of the Sidicini, who drove the Aurunci from Roccamonfina.",Italian comune,http://vocab.getty.edu/tgn/7004532,http://www.wikidata.org/entity/Q58905,
3,Italia,Campania,Napoli,Anacapri,Anacapri,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006854,,
3,Italia,Campania,Napoli,Ottaviano,Ottaviano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1045808,,
3,Italia,Campania,Napoli,Procida,Procida,,,,,inhabited places,,Italian island and comune,http://vocab.getty.edu/tgn/1046206,http://www.wikidata.org/entity/Q72432,
3,Italia,Campania,Salerno,Polla,Polla,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1046069,,
3,Italia,Campania,Salerno,Vallo della Lucania,Vallo della Lucania,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004608,,
3,Italia,Emilia Romagna,Bologna,Castel San Pietro Terme,Castel San Pietro Terme,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004865,,
3,Italia,Emilia Romagna,Bologna,Castel di Casio,Castel di Casio,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7045653,,
3,Italia,Emilia Romagna,Bologna,Porretta Terme,Porretta Terme,,,,,inhabited places,,settlement in the Italian municipality of Alto Reno Terme,http://vocab.getty.edu/tgn/1046134,http://www.wikidata.org/entity/Q94983,
3,Italia,Emilia Romagna,Forlì - Cesena,Bagno di Romagna,Bagno di Romagna,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004920,,
3,Italia,Emilia Romagna,Modena,Formigine,Formigine,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1044667,,
3,Italia,Emilia Romagna,Modena,Ravarino,Ravarino,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1046245,,
3,Italia,Emilia Romagna,Parma,Fontevivo,Fontevivo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004968,,
3,Italia,Friuli Venezia Giulia,Udine,Rivignano,Rivignano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1046310,,
3,Italia,Friuli Venezia Giulia,Udine,San Daniele del Friuli,San Daniele del Friuli,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005550,,
3,Italia,Friuli Venezia Giulia,Udine,Socchieve,Socchieve,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1046928,http://www.wikidata.org/entity/Q53366,
3,Italia,Friuli Venezia Giulia,Udine,Tolmezzo,Tolmezzo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005549,,
3,Italia,Lazio,Frosinone,Ceccano,Ceccano,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1044125,http://www.wikidata.org/entity/Q116706,
3,Italia,Lazio,Frosinone,Ferentino,Ferentino,,,,,inhabited places,Was chief city of ancient Hernici; was conquered by Rome in 361 BC; was famous medieval papal residence; noted for ancient fortifications.,town and comune in Italy,http://vocab.getty.edu/tgn/7008294,http://www.wikidata.org/entity/Q50197,
3,Italia,Lazio,Rieti,Forano,Forano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7045379,,
3,Italia,Lazio,Rieti,Magliano Sabina,Magliano Sabina,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006761,,
3,Italia,Lazio,Roma,Castel San Pietro Romano,Castel San Pietro Romano,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/5002371,http://www.wikidata.org/entity/Q242120,
3,Italia,Lazio,Roma,Napoli,,,,,,,,,,,
3,Italia,Lazio,Roma,Nettuno,Nettuno,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007028,,
3,Italia,Lazio,Roma,Palestrina,Palestrina,,,,,inhabited places,,"comune in Lazio, Italy",http://vocab.getty.edu/tgn/7007001,http://www.wikidata.org/entity/Q243133,
3,Italia,Lazio,Viterbo,Vallerano,Vallerano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4011635,,
3,Italia,Liguria,Genova,Chiavari,Chiavari,,,,,inhabited places,"On Riveria Levante; site of remains of Roman camp & San Salvatore di Lavagna founded by Pope Innocent IV 1224; famous as center of ancient Humanists & library has important manuscript collections; economy based food-processing, chair, silk & lace-making.",Italian comune,http://vocab.getty.edu/tgn/7005341,http://www.wikidata.org/entity/Q266941,
3,Italia,Liguria,Genova,Santa Margherita Ligure,Santa Margherita Ligure,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7005336,http://www.wikidata.org/entity/Q266975,
3,Italia,Liguria,Imperia,Pigna,Pigna,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1046011,,
3,Italia,Liguria,Savona,Noli,Noli,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005378,,
3,Italia,Lombardia,Bergamo,Caravaggio,Caravaggio,,,,,inhabited places,"Located 13 miles S of Bergamo; a town formerly defended by walls, castle & a moat; birthplace of Baroque painter Michelangelo Merisi da Caravaggio.",,http://vocab.getty.edu/tgn/7005840,,
3,Italia,Lombardia,Bergamo,Cavernago,Cavernago,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1044119,http://www.wikidata.org/entity/Q100193,
3,Italia,Lombardia,Bergamo,Cornalba,Cornalba,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7045473,,
3,Italia,Lombardia,Bergamo,San Giovanni Bianco,San Giovanni Bianco,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1046543,http://www.wikidata.org/entity/Q101545,
3,Italia,Lombardia,Como,Tremezzo,Tremezzo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008862,,
3,Italia,Lombardia,Como,Vertemate con Minoprio,Vertemate,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4011739,,
3,Italia,Lombardia,Mantova,Acquanegra sul Chiese,Acquanegra sul Chiese,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1043097,,
3,Italia,Lombardia,Mantova,Castiglione delle Stiviere,Castiglione delle Stiviere,,,,,inhabited places,"Located in SE Lombardy; on August 5, 1796, the French under Napoleon defeated the Austrians under von Wurmser here, 2 days after the Austrians had captured the town.",Italian comune,http://vocab.getty.edu/tgn/7007540,http://www.wikidata.org/entity/Q42890,
3,Italia,Lombardia,Mantova,Motteggiana,Motteggiana,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4007563,,
3,Italia,Lombardia,Mantova,Viadana,Viadana,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005885,,
3,Italia,Lombardia,Monza Brianza,Arcore,Arcore,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005930,,
3,Italia,Lombardia,Roma,Roma,Roma,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18490787,
3,Italia,Marche,Ancona,Serra San Quirico,Serra San Quirico,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004013,,
3,Italia,Marche,Ascoli Piceno,Comunanza,Comunanza,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1044351,,
3,Italia,Marche,Fermo,Falerone,Falerone,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008552,,
3,Italia,Marche,Fermo,Montegiorgio,Montegiorgio,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7010083,,
3,Italia,Marche,Fermo,Montelparo,Montelparo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7053230,,
3,Italia,Marche,Macerata,Apiro,Apiro,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004030,,
3,Italia,Marche,Macerata,Gagliole,Gagliole,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7043746,,
3,Italia,Marche,Macerata,Ussita,Ussita,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q94984,
3,Italia,Molise,Campobasso,Matrice,Matrice,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7050418,http://www.wikidata.org/entity/Q277684,
3,Italia,Piemonte,Alessandria,Bosco Marengo,Bosco Marengo,,Bosco Marengo,,,inhabited places,,,http://vocab.getty.edu/tgn/7005604,,
3,Italia,Piemonte,Alessandria,Novi Ligure,Novi Ligure,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005606,,
3,Italia,Piemonte,Alessandria,Serralunga di Crea,Serralunga di Crea,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7039740,,
3,Italia,Piemonte,Asti,Albugnano,Albugnano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005612,,
3,Italia,Piemonte,Biella,Lessona,Lessona,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q18077,
3,Italia,Piemonte,Torino,Carignano,Carignano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005715,,
3,Italia,Piemonte,Torino,Poirino,Poirino,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1046060,http://www.wikidata.org/entity/Q10194,
3,Italia,Piemonte,Torino,Sant'Ambrogio di Torino,Sant'Ambrogio di Torino,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/5002716,http://www.wikidata.org/entity/Q10291,
3,Italia,Piemonte,Verbano-Cusio-Ossola,Villadossola,Villadossola,,,,,inhabited places,,chief town of the homonym municipality,http://vocab.getty.edu/tgn/1047440,http://www.wikidata.org/entity/Q30031804,
3,Italia,Puglia,Bari,Conversano,Conversano,,,,,inhabited places,"Peucete center with remains of megalithic walls & numerous tombs; during the Middle Ages, passed from the Byzantines to the Lombards; Norman castle & Romanesque cathedral (11th-12th cen.).",,http://vocab.getty.edu/tgn/7004138,,
3,Italia,Puglia,Bari,Giovinazzo,Giovinazzo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004142,,
3,Italia,Puglia,Bari,Terlizzi,Terlizzi,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004145,,
3,Italia,Puglia,Foggia,Manfredonia,Manfredonia,,,,,inhabited places,"Settled by inhabitants of nearby abandoned town of Siponto 13th cen.; although destroyed by Turks 1620, castle of San Domenico remains; economy based on tourism & hydroelectric plants; site of a museum with treasures from ancient Siponto.",Italian comune,http://vocab.getty.edu/tgn/7004119,http://www.wikidata.org/entity/Q19286,
3,Italia,Puglia,Taranto,Manduria,Manduria,,,,,inhabited places,"Site of a well that was probably a pagan sanctuary & was named by Pliny the Elder; Archidamus II, King of Sparta, defeated here 338 BC; town allied itself with Hannibal, but was sacked by Romans 209 BC; site of Imperiali & Giannuzzi Palaces.",,http://vocab.getty.edu/tgn/7004098,,
3,Italia,Sicilia,Agrigento,Sciacca,Sciacca,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003812,,
3,Italia,Sicilia,Palermo,Marineo,Marineo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1045270,,
3,Italia,Toscana,Arezzo,Terranuova Bracciolini,Terranuova Bracciolini,,,,,inhabited places,,chief town of the homonym municipality,http://vocab.getty.edu/tgn/1047093,http://www.wikidata.org/entity/Q30031077,
3,Italia,Toscana,FI,Castelfiorentino,Castelfiorentino,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006167,,
3,Italia,Toscana,FI,Rignano sull'Arno,Rignano sull'Arno,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7009957,,
3,Italia,Toscana,Firenze,Dicomano,Dicomano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1044483,,
3,Italia,Toscana,Grosseto,Manciano,Manciano,,,,,inhabited places,,Italian comune near Grosseto,http://vocab.getty.edu/tgn/1045211,http://www.wikidata.org/entity/Q214701,
3,Italia,Toscana,Livorno,Castagneto Carducci,Castagneto Carducci,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1043975,http://www.wikidata.org/entity/Q157745,
3,Italia,Toscana,Livorno,Piombino,Piombino,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7006194,http://www.wikidata.org/entity/Q157824,
3,Italia,Toscana,Lucca,Barga,Barga,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006242,,
3,Italia,Toscana,Lucca,Massarosa,Massarosa,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1045307,http://www.wikidata.org/entity/Q217489,
3,Italia,Toscana,Lucca,Piazza al Serchio,Piazza al Serchio,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7050665,,
3,Italia,Toscana,Pisa,Cascina,Cascina,,,,,inhabited places,"Located on the left bank of the Arno; was long affected by battles between Lucca & Pisa, & between Pisa & Florence; noted for incident when Florentines sacked the town following defeat of Pisans in 1364 in long Guelph/Ghibelline struggle.",,http://vocab.getty.edu/tgn/7006310,,
3,Italia,Toscana,Pistoia,Buggiano,Borgo a Buggiano,,,,,inhabited places,,"village in Tuscany, Italy",http://vocab.getty.edu/tgn/4001692,http://www.wikidata.org/entity/Q18490660,
3,Italia,Toscana,Pistoia,Serravalle Pistoiese,Serravalle Pistoiese,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004039,,
3,Italia,Toscana,Siena,Chiusi,Chiusi,,,,,inhabited places,Was one of the 12 original cities of Etruria; flourished 7th-6th centuries BCE; noted as site from which Lars Porsena marched against Rome ca. 500 BCE; was subject to Rome from 295 BCE; declined in Middle Ages due to proximity to swamps of Chiani river.,Italian comune,http://vocab.getty.edu/tgn/7006344,http://www.wikidata.org/entity/Q91185,
3,Italia,Toscana,Siena,Trequanda,Trequanda,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7006326,http://www.wikidata.org/entity/Q91484,
3,Italia,Trentino-Alto Adige,Bolzano,Bolzano - Bozen,,,,,,,,,,,
3,Italia,Umbria,Perugia,Campello sul Clitunno,Campello sul Clitunno,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5003072,,
3,Italia,Umbria,Perugia,Collazzone,Collazzone,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1044317,,
3,Italia,Umbria,Perugia,Paciano,Paciano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4008387,,
3,Italia,Umbria,Perugia,Valfabbrica,Valfabbrica,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1047282,,
3,Italia,Veneto,,Venezia,Venezia,Venice,Veneto,Venetien,Venise,inhabited places,"The islands of the Venetian lagoon were settled by refugees from Altino and Aquileia after the Lombard invasion of northern Italy in 568. The settlement expanded into the Adriatic and Aegean from the 11th century. It was ruled by Austria, then France, 1798-1848. It went to Italy in 1866 The entire city including the lagoon was named an UNESCO World Heritage Site in 1987.","capital city of Veneto, Italy",http://vocab.getty.edu/tgn/7018159,http://www.wikidata.org/entity/Q641,
3,Italia,Veneto,Padova,Piove di Sacco,Piove di Sacco,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003082,,
3,Italia,Veneto,Treviso,Zenson di Piave,Zenson di Piave,,,,,inhabited places,,chief town of the homonym municipality,http://vocab.getty.edu/tgn/1047513,http://www.wikidata.org/entity/Q30031980,
3,Italia,Veneto,Venezia,Verona,,,,,,,,,,,
3,Italia,Veneto,Vercelli,Valdagno,Valdagno,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003230,,
3,Italia,Veneto,Verona,Legnago,Legnago,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003270,,
