count,country,region,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes
2,Portogallo,Região de Lisboa,Lisboa,Lisbon,Distretto di Lisbona,Distrikt Lissabon,District de Lisbonne,national districts,"Agricultural, mining & fishing region of W central Portugal, bordering Tagus river estuary & Atlantic Ocean; district contains iron deposits; was severely damaged by flood in November, 1967.",district of Portugal,http://vocab.getty.edu/tgn/1000882,http://www.wikidata.org/entity/Q207199,
2,Regno Unito,Berwickshire,Berwick,Berwick,,,,general regions,,,http://vocab.getty.edu/tgn/5000437,,
2,Regno Unito,Cornwall,Cornwall,Cornwall,,,,counties,"Most remote of country's counties, it remained Celtic and Cornish language was spoken until late 19th century; inhabited since prehistoric times and important for tin, clay, and granite; an earldom under William the Conqueror 1066; it is the oldest duchy in England, created by Edward III in 1337 for his eldest son, Edward the Black Prince.",,http://vocab.getty.edu/tgn/7008116,,
2,Regno Unito,Isle of Wight,Isle of Wight,Isle of Wight,,,,unitary authorities,"Island located in English Channel off south coast of Hampshire, separated from mainland by The Solent; annexed to Rome under Vespasian in 43 CE, to Wessex under the Saxons 661 and under Danish control 998; Queen Victoria died here at Osbourne House 1901.","island, county and unitary authority area of England, United Kingdom",http://vocab.getty.edu/tgn/7011430,http://www.wikidata.org/entity/Q9679,
2,Regno Unito,Jersey,Jersey,Jersey,Jersey,Jersey,Jersey,dependent states,"Comprises Jersey island and several smaller islands; inhabited in Paleolithic times, and had Neolithic and Bronze Age settlements; ruled by diocese of Coutances in the 11th century, by Norman landowners in the 12th century; became politically separate from Normandy in 1204; official language is French, though English and a Norman-French patois are also spoken.",British Crown dependency in the Channel Islands,http://vocab.getty.edu/tgn/7005238,http://www.wikidata.org/entity/Q785,
2,Regno Unito,Westmorland,Westmorland,Westmorland,,,,divisions,,,http://vocab.getty.edu/tgn/7444129,,
2,Stati Uniti d'America,Nevada,Nevada,Nevada,,,Nevada,states,"Inhabited by 18,000 BCE; later Basket Makers and Pueblo Indians flourished; Mohave, Paiute, Shoshoni, Washoe & others were here when Spanish came in 18th cen.; European-Americans arrived in 19th cen.; went to USA after Mexican War in 1848; was pro-Union.",state of the United States of America,http://vocab.getty.edu/tgn/7007526,http://www.wikidata.org/entity/Q1227,
1,Australia,Australia Meridionale,South Australia,South Australia,,Südaustralien,Australie-Méridionale,states,"First European sighting 1627 (Thyssen); British province 1836; included with N Territory 1863-1901; vote given to women 1894; agricultural & mining region producing grains, fruit, wine, iron ore, limestone, opal; capital & main city is Adelaide.",state of Australia,http://vocab.getty.edu/tgn/7001831,http://www.wikidata.org/entity/Q35715,
1,Australia,Australia Occidentale,Western Australia,Western Australia,,West-Australien,Australie-Occidentale,states,First sighted by Europeans 1616 (Hartog); wide climatic variation including deserts and semi-tropical areas; agricultural & mining region; site of US naval communications center; chief cities are Perth and Fremantle.,state of Australia,http://vocab.getty.edu/tgn/7001834,http://www.wikidata.org/entity/Q3206,
1,Austria,Alta Austria,Oberösterreich,Upper Austria,Alta Austria,Oberösterreich,Haute-Autriche,states,,federal state in the North of Austria,http://vocab.getty.edu/tgn/7003026,http://www.wikidata.org/entity/Q41967,
1,Canada,Quebec,Québec,Quebec,,,Province du Québec,provinces,"Originally inhabited by Algonkin, Montagnais and Cree Indians; Eskimos later settled in Hudson Bay area; region declared for France by Jacques Cartier who landed at Gaspé 1534; settlement of colony of New France commenced at present Québec City 1608.",,http://vocab.getty.edu/tgn/7005804,,
1,"Ceca, Rep.",Boemia,Středočeský Kraj,Středočeský,Boemia centrale,Mittelböhmische Region,Bohême centrale,regions,"Středočeský is a rich agricultural region in the north-central Czech Republic. The northern part of the region consists of lowlands, drained by the Moldau and Elbe rivers, while the southern portion is highlands, the whole measuring some 4245 square miles. Agricultural products include apples, plums, pears, cherries, walnuts, oats, rye, potatoes, flax, grapes, hogs, cattle, and poultry. Vast forests support lumber and papermaking industries. Most heavy industry is found in the north, and includes sugar refining, oil refining, steel milling, and electronics, textile, and processed food manufacturing. Both wine and beer are produced. The regional capital and cultural center is the city of Prague, also the national capital. The region's 2003 estimated population was 1,129,300.",,http://vocab.getty.edu/tgn/1003530,,
1,Germania,Brandeburgo,Brandenburg,Brandenburg,Brandeburgo,Brandenburg,Brandebourg,states,"The German state of Brandenburg is the remaining core of the historic European  region of Brandenburg. It was created in 1990 when East and West Germany were united, and occupies the east-central and eastern areas of the former East Germany. Its capital is Potsdam. The state and city of Berlin lie in the center of Brandenburg but is a separate administrative entity. Geographically, most of the state consists of a sandy plain with occasional fertile areas and fir and pine woodlands. It measures some 11,219 square miles, and is watered by the Elbe and Oder Rivers, their tributaries, and about 600 lakes. Agriculture is a major economic activity, with cereals, potatoes, wheat, dairying, beef, and fruits and vegetables being important crops. Potsdam, Cottbus, the city of Brandenburg, and Frankfurt an der Oder are its principal cities. Its primary industries are steelmaking, the manufacture of textiles, and engineering. Its population is of relatively low density, the 2004 estimation being 257,100.",state in North-East of Germany,http://vocab.getty.edu/tgn/7000096,http://www.wikidata.org/entity/Q1208,
1,Irlanda,Connacht,Connacht,,,,Connacht,provinces,"The province of Connacht is one of the five ancient kingdoms of Ireland, lying in the western and northwestern areas of the modern republic. The mid-course of the River Shannon is its eastern border. It is the poorest part of the Irish republic and comprises the modern counties of Mayo, Sligo, Leitrim, Galway, and Roscommon. Ruled by its own kings until 4th century, it came under the midland Tara dynasty from the 5th to the 12th century, when Henry III of England gave the province to Richard de Burgh of Normandy, whose house ruled from 1227 to 1461, when p [possession reverted to the English Crown. Connacht was divided into shires in 1576. From the 16th century, Roman Catholics of Connacht and County Clare were the only ones in Ireland allowed to retain possession of most of the land, a factor that led them to remain loyal to England during the Tyrone uprising of 1595-1603. They remained the most purely Gaelic and Norman populations of Ireland.",,http://vocab.getty.edu/tgn/7001198,,
1,Irlanda,Tipperary,Tipperary,County Tipperary,,,,former administrative divisions,"County Tipperary in the southwest province of Munster in Ireland measures some 1643 square miles in area, consisting of an area of mixed lowlands and highlands, with some mountainous areas, between the Suir and the Shannon Rivers. Before the Anglo-Norman invasion of the 12th century, it was the ancient kingdom of Thomond. Prince John, regent of England, divided the county into north and south counties that were given to different Anglo-Norman nobles who established their ruling families. In 1328, Edward III made Tipperary a county palatinate, a status taken from it in 1715. The 21st century county is divided into north and south ridings, each with its own council and principal town. Farming and the processing of agricultural products are the major economic activities, notably of beef and dairy products. The 2003 estimated population was 141,300. Later, divided into North and South counties.",,http://vocab.getty.edu/tgn/7030127,,
1,Irlanda,Wexford,Wexford,County Wexford,,,,counties,Consists of lowlands & glacial moraines; once inhabited by Danes; Anglo-Normans landed in 1169; dominated by MacMurrough Kavanagh family in 16th cen.; occupied by Cromwell's forces in 1649; cattle & crops are exported though Dublin & Wexford.,,http://vocab.getty.edu/tgn/7003494,,
1,Portogallo,Azzorre,Açores,Azores,Azzorre,Azoren,Açores,autonomous regions,Island group located 800 miles off coast of Portugal; constitutes an autonomous region of Portugal; is divided into 3 administrative districts.,Atlantic Ocean archipelago and autonomous region of Portugal,http://vocab.getty.edu/tgn/7003833,http://www.wikidata.org/entity/Q25263,
1,Regno Unito,Aberdeenshire,Aberdeenshire,Aberdeenshire,,,,unitary authorities,,,http://vocab.getty.edu/tgn/5000432,,
1,Regno Unito,Ayrshire,South Ayrshire,South Ayrshire,,,,unitary authorities,,,http://vocab.getty.edu/tgn/7019085,,
1,Regno Unito,Dumfries and Galloway,Dumfries and Galloway,Dumfries and Galloway,,,,unitary authorities,"Consists of former counties of Dumfries, Kirkcudbright, and Wigtown.",,http://vocab.getty.edu/tgn/7008074,,
1,Regno Unito,Galles,Wales,Wales,Galles,Wales,Pays de Galles,countries,Originally inhabited by Celts; not subdued by Rome; was stronghold for Britons & Celts against invading Anglo-Saxons in 5th cen. CE; repulsed Danish invasions 9th cen.; saw conflict with England from 11th cen. until Edward I of England gained control.,"country in north-west Europe, part of the United Kingdom",http://vocab.getty.edu/tgn/7002443,http://www.wikidata.org/entity/Q25,
1,Regno Unito,Huntingdonshire,Huntingdonshire,,,,,former administrative divisions,Henry II turned the entire county into a private hunting preserve in the 12th cen. Formerly was a small county in east-central England until 1965 when it became a district in the county of Huntingdon & Peterborough until 1974; now the area is part of Cambridgeshire.,,http://vocab.getty.edu/tgn/7027266,,
1,Regno Unito,Monmouthshire,Monmouthshire,County of Monmouthshire,,,,unitary authorities,,,http://vocab.getty.edu/tgn/5000560,,
1,Slovacchia,Kosice,Košický,,,,Région de Košice,regions,,,http://vocab.getty.edu/tgn/7027133,,
1,Spagna,Andalusia,Andalucía,Andalusia,Andalusia,Andalusien,Andalousie,autonomous communities,"Andalucía, the autonomous community embodies eight provinces and faces the Atlantic Ocean and Mediterranean Sea. It supports two distinctive marine zones and its topography is divided by mountains into several areas. It contains a heterogeneous population which represents cultures from Europe, Africa, the Atlantic, and the Mediterranean. Large estates dominate Andalusian agriculture producing wheat, grapes, and olives by dry farming. See also the historic region of Andalucía.",autonomous community of Spain,http://vocab.getty.edu/tgn/7002758,http://www.wikidata.org/entity/Q5783,
1,Spagna,Aragona,Aragón,Aragon,Aragona,Aragonien,Aragon,autonomous communities,"Aragón, the autonomous community, is situated in northern Spain with France as its northern bordering country. It is drained by the Ebro river basin and crossed by Pyrenees mountains and pre-Pyrenees foothills. The industrial sector is located in greater Zaragoza producing agricultural products including wheat, olives, and grapes. See also the historic region of Aragón.",,http://vocab.getty.edu/tgn/7002759,,
1,Svizzera,Cantone Sciaffusa,Schaffhausen,Schaffhausen,Sciaffusa,Kanton Schaffhausen,Canton de Schaffhouse,cantons,"Small, northerly canton, virtually surrounded by Germany; dominated by plateau of Randen; comprises land acquired by city of Schaffhausen; economic activities include vine cultivation, forestry, aluminum processing and engineering works.",canton of Switzerland,http://vocab.getty.edu/tgn/7003756,http://www.wikidata.org/entity/Q12697,
1,Svizzera,Vaud,Vaud,Vaud,Canton Vaud,Kanton Waadt,Canton de Vaud,cantons,"Area has been inhabited since prehistoric times; was home to Helvetii, who were conquered by Julius Caesar; was part of Transjurane Burgandy from 888 to 1032; passed in 1536 to Bernese, who forcibly imposed the Reformation.",canton of Switzerland,http://vocab.getty.edu/tgn/7003763,http://www.wikidata.org/entity/Q12771,
